cid,old_cid,rid,old_rid,sch,ismain
2319,',707,',1,'
2319,',708,',1,'
2319,',709,',1,'
2324,',710,',1,'
2319,',711,',1,'
2327,',712,',1,'
2327,',713,',1,'
2327,',714,',1,'
2327,',715,',1,'
2327,',716,',1,'
2327,',717,',1,'
2335,',718,',1,'
3188,',718,',1,'
111,',719,',1,'
662,',719,',1,'
109,',720,',1,'
662,',720,',1,'
108,',721,',1,'
4200,',721,',1,'
110,',722,',1,'
3177,',722,',1,'
4140,',722,',1,'
4200,',722,',1,'
4733,',723,',1,'
4918,',723,',1,'
4863,',724,',1,'
4918,',724,',1,'
2337,',725,',1,'
4918,',725,',1,'
4863,',726,',1,'
4928,',726,',1,'
4863,',727,',1,'
4918,',727,',1,'
4863,',728,',1,'
4928,',728,',1,'
4863,',729,',1,'
4937,',729,',1,'
2317,',730,',1,'
756,',731,',1,'
2331,',731,',1,'
4737,',731,',1,'
2347,',732,',1,'
2445,',733,',1,'
3173,',733,',1,'
4192,',733,',1,'
2349,',734,',1,'
4196,',734,',1,'
2351,',735,',1,'
2350,',736,',1,'
2359,',737,',1,'
2361,',738,',1,'
4339,',738,',1,'
560,',739,',1,'
2361,',739,',1,'
2362,',740,',1,'
2361,',741,',1,'
3174,',741,',1,'
2363,',742,',1,'
2362,',743,',1,'
4112,',743,',1,'
2654,',744,',1,'
4335,',745,',1,'
2368,',746,',1,'
2367,',747,',1,'
2367,',748,',1,'
2372,',749,',1,'
2371,',750,',1,'
2371,',751,',1,'
2376,',752,',1,'
2431,',753,',1,'
3185,',753,',1,'
2434,',754,',1,'
3185,',754,',1,'
2437,',755,',1,'
3185,',755,',1,'
2440,',756,',1,'
3185,',756,',1,'
2443,',757,',1,'
3185,',757,',1,'
483,',758,',1,'
3186,',758,',1,'
4210,',758,',1,'
2331,',759,',1,'
4338,',759,',1,'
2365,',760,',1,'
2651,',760,',1,'
2365,',761,',1,'
4416,',761,',1,'
485,',762,',1,'
2364,',762,',1,'
558,',763,',1,'
2331,',763,',1,'
486,',764,',1,'
2365,',764,',1,'
481,',765,',1,'
2361,',765,',1,'
2427,',766,',1,'
3173,',766,',1,'
3182,',766,',1,'
2428,',767,',1,'
2430,',768,',1,'
2429,',769,',1,'
2433,',770,',1,'
2432,',771,',1,'
2436,',772,',1,'
2435,',773,',1,'
2439,',774,',1,'
2438,',775,',1,'
2442,',776,',1,'
2441,',777,',1,'
752,',778,',1,'
4150,',778,',1,'
4971,',778,',1,'
752,',779,',1,'
3040,',779,',1,'
3182,',779,',1,'
4971,',779,',1,'
2445,',780,',1,'
2450,',781,',1,'
2449,',782,',1,'
4200,',783,',1,'
4532,',784,',1,'
643,',785,',1,'
2457,',785,',1,'
4112,',785,',1,'
739,',786,',1,'
2457,',786,',1,'
4112,',786,',1,'
2457,',787,',1,'
3040,',787,',1,'
4112,',787,',1,'
3839,',788,',1,'
2457,',789,',1,'
3040,',789,',1,'
2456,',790,',1,'
3066,',790,',1,'
3182,',791,',1,'
3839,',791,',1,'
2456,',792,',1,'
4196,',792,',1,'
2457,',793,',1,'
4112,',793,',1,'
4645,',793,',1,'
2457,',794,',1,'
4112,',794,',1,'
630,',795,',1,'
2456,',795,',1,'
632,',796,',1,'
2459,',796,',1,'
2457,',797,',1,'
2462,',798,',1,'
3182,',798,',1,'
3046,',799,',1,'
3840,',799,',1,'
2457,',800,',1,'
4112,',800,',1,'
4837,',800,',1,'
3495,',801,',1,'
4645,',801,',1,'
3840,',802,',1,'
4645,',802,',1,'
2464,',803,',1,'
3173,',803,',1,'
3182,',803,',1,'
752,',804,',1,'
2464,',804,',1,'
756,',805,',1,'
2467,',805,',1,'
2468,',806,',1,'
3178,',806,',1,'
3187,',806,',1,'
2465,',807,',1,'
2465,',808,',1,'
4112,',808,',1,'
2466,',809,',1,'
2464,',810,',1,'
2464,',811,',1,'
752,',812,147,1,'
2272,',812,147,1,'
2272,',813,',1,'
2577,',813,',1,'
2277,',814,',1,'
2580,',814,',1,'
2502,',815,',1,'
2577,',815,',1,'
2505,',816,',1,'
2580,',816,',1,'
2502,',817,',1,'
2513,',817,',1,'
2505,',818,',1,'
2515,',818,',1,'
2482,',819,',1,'
2502,',819,',1,'
2484,',820,',1,'
2505,',820,',1,'
2502,',821,',1,'
4971,',821,',1,'
2505,',822,',1,'
4974,',822,',1,'
756,',823,147,1,'
2276,',823,147,1,'
757,',824,147,1,'
2277,',824,147,1,'
752,',825,486,1,'
2502,',825,486,1,'
757,',826,486,1,'
2505,',826,486,1,'
2272,',827,',1,'
3158,',827,',1,'
2448,',828,',1,'
2505,',828,',1,'
2502,',829,',1,'
3158,',829,',1,'
2505,',830,',1,'
3161,',830,',1,'
2445,',831,',1,'
2502,',831,',1,'
2277,',832,',1,'
3161,',832,',1,'
2272,',833,',1,'
2445,',833,',1,'
2277,',834,',1,'
2448,',834,',1,'
2272,',835,',1,'
4971,',835,',1,'
2277,',836,',1,'
4974,',836,',1,'
2272,',837,',1,'
2482,',837,',1,'
2277,',838,',1,'
2484,',838,',1,'
2272,',839,',1,'
2513,',839,',1,'
2277,',840,',1,'
2515,',840,',1,'
165,',841,',1,'
167,',842,599,1,'
4525,',842,599,1,'
2469,',843,',1,'
3173,',843,',1,'
3182,',843,',1,'
2470,',844,',1,'
3174,',844,',1,'
3183,',844,',1,'
752,',845,',1,'
2469,',845,',1,'
2470,',846,',1,'
2478,',847,',1,'
752,',848,',1,'
2475,',848,',1,'
757,',849,',1,'
2477,',849,',1,'
2476,',850,',1,'
642,',851,',1,'
3189,',851,',1,'
4203,',851,',1,'
640,',852,',1,'
3174,',852,',1,'
641,',853,',1,'
3176,',853,',1,'
639,',854,',1,'
731,',855,',1,'
3189,',855,',1,'
4203,',855,',1,'
2601,',856,',1,'
3182,',856,',1,'
2601,',857,',1,'
4138,',857,',1,'
747,',858,',1,'
3189,',858,',1,'
4203,',858,',1,'
2482,',859,',1,'
2522,',860,',1,'
756,',861,',1,'
2519,',861,',1,'
757,',862,',1,'
2520,',862,',1,'
2520,',863,',1,'
4974,',863,',1,'
2502,',864,',1,'
3173,',864,',1,'
3182,',864,',1,'
2508,',865,',1,'
2361,',866,',1,'
2508,',866,',1,'
2331,',867,',1,'
2512,',867,',1,'
2511,',868,',1,'
2507,',869,',1,'
3809,',870,1015,1,'
2513,',871,',1,'
2516,',872,',1,'
3173,',872,',1,'
3182,',872,',1,'
2520,',873,',1,'
3178,',873,',1,'
3187,',873,',1,'
2517,',874,',1,'
321,',875,',1,'
2538,',876,',1,'
2546,',877,',1,'
3182,',878,',1,'
3182,',879,',1,'
3182,',880,',1,'
3182,',881,',1,'
3173,',882,',1,'
4138,',882,',1,'
3173,',883,',1,'
4138,',883,',1,'
3173,',884,',1,'
4127,',884,',1,'
4196,',884,',1,'
4397,',884,',1,'
3173,',885,',1,'
3915,',885,',1,'
4127,',885,',1,'
4196,',885,',1,'
3173,',886,',1,'
4127,',886,',1,'
4196,',886,',1,'
4702,',886,',1,'
3173,',887,',1,'
4127,',887,',1,'
4196,',887,',1,'
4702,',887,',1,'
3173,',888,',1,'
4127,',888,',1,'
4196,',888,',1,'
4702,',888,',1,'
3173,',889,',1,'
4127,',889,',1,'
4196,',889,',1,'
4249,',889,',1,'
3173,',890,',1,'
4127,',890,',1,'
4196,',890,',1,'
4977,',890,',1,'
3173,',891,',1,'
4127,',891,',1,'
4196,',891,',1,'
4246,',891,',1,'
3173,',892,',1,'
3905,',892,',1,'
4127,',892,',1,'
4196,',892,',1,'
2634,',893,',1,'
3173,',893,',1,'
4127,',893,',1,'
4196,',893,',1,'
2765,',894,',1,'
3173,',894,',1,'
4127,',894,',1,'
4196,',894,',1,'
598,',895,',1,'
3180,',895,',1,'
4130,',895,',1,'
4203,',895,',1,'
2269,',896,',1,'
3180,',896,',1,'
4130,',896,',1,'
4203,',896,',1,'
3173,',897,',1,'
4127,',897,',1,'
4196,',897,',1,'
4785,',897,',1,'
2475,',898,',1,'
4591,',898,',1,'
2562,',899,',1,'
2563,',900,',1,'
752,',901,614,1,'
2568,',901,614,1,'
2483,',902,',1,'
2571,',902,',1,'
756,',903,',1,'
2576,',903,',1,'
2574,',904,',1,'
2573,',905,',1,'
2577,',906,',1,'
179,',907,',1,'
3173,',907,',1,'
2602,',908,',1,'
2583,',909,',1,'
4595,',909,',1,'
2586,',910,',1,'
4597,',910,',1,'
2589,',911,',1,'
2823,',912,',1,'
5062,',912,',1,'
2214,',913,',1,'
2823,',913,',1,'
2713,',914,',1,'
2823,',914,',1,'
2536,',915,',1,'
3179,',915,',1,'
4142,',915,',1,'
448,',916,',1,'
3179,',916,',1,'
4142,',916,',1,'
2600,',917,',1,'
4131,',917,',1,'
2600,',918,',1,'
2816,',918,',1,'
184,',919,',1,'
662,',919,',1,'
2607,',920,',1,'
3490,',920,',1,'
2608,',921,',1,'
2603,',922,',1,'
4326,',922,',1,'
2605,',923,',1,'
2609,',924,',1,'
3173,',924,',1,'
4138,',924,',1,'
2609,',925,',1,'
2609,',926,',1,'
2615,',927,',1,'
4529,',927,',1,'
2615,',928,',1,'
3182,',928,',1,'
367,',929,',1,'
3182,',929,',1,'
365,',930,',1,'
3182,',930,',1,'
2587,',931,',1,'
3173,',931,',1,'
4127,',931,',1,'
414,',932,',1,'
2587,',932,',1,'
2616,',933,',1,'
2619,',934,',1,'
2619,',935,',1,'
2622,',936,',1,'
2622,',937,',1,'
2627,',938,',1,'
2628,',939,',1,'
2631,',940,',1,'
3182,',940,',1,'
4196,',940,',1,'
3174,',941,',1,'
3820,',941,',1,'
3173,',942,',1,'
3819,',942,',1,'
2361,',943,',1,'
2634,',943,',1,'
2331,',944,',1,'
2638,',944,',1,'
2637,',945,',1,'
2633,',946,',1,'
36,',947,',1,'
38,',948,',1,'
743,',949,',1,'
752,',950,',1,'
3182,',950,',1,'
760,',951,',1,'
763,',952,',1,'
804,',953,',1,'
2339,',954,',1,'
2342,',955,',1,'
2343,',956,',1,'
2483,',957,',1,'
2484,',958,',1,'
2514,',959,',1,'
2515,',960,',1,'
2560,',961,',1,'
2572,',962,',1,'
2579,',963,',1,'
2580,',964,',1,'
2714,',965,',1,'
2732,',966,',1,'
2733,',967,',1,'
2806,',968,',1,'
3117,',969,',1,'
3127,',970,',1,'
3572,',971,',1,'
3685,',972,',1,'
3960,',973,',1,'
4025,',974,',1,'
4028,',975,',1,'
4109,',976,',1,'
4268,',977,',1,'
4653,',978,',1,'
4643,',979,',1,'
4693,',980,',1,'
4709,',981,',1,'
4733,',982,',1,'
5059,',983,',1,'
2640,',984,',1,'
2655,',985,482,1,'
3669,',985,482,1,'
2656,',986,482,1,'
3671,',986,482,1,'
2642,',987,',1,'
2818,',987,',1,'
3186,',987,',1,'
2641,',988,',1,'
2361,',989,',1,'
2644,',989,',1,'
2331,',990,',1,'
2648,',990,',1,'
2646,',991,',1,'
2646,',992,',1,'
2361,',993,',1,'
2649,',993,',1,'
2331,',994,',1,'
2653,',994,',1,'
2652,',995,',1,'
2659,',996,',1,'
663,',997,',1,'
2657,',997,',1,'
2657,',998,',1,'
4624,',998,',1,'
2472,',999,',1,'
2495,',999,',1,'
2472,',1000,',1,'
2566,',1000,',1,'
578,',1001,',1,'
2472,',1001,',1,'
756,',1002,',1,'
2472,',1002,',1,'
2717,',1003,',1,'
2734,',1003,',1,'
2566,',1004,',1,'
2734,',1004,',1,'
2473,',1005,',1,'
2734,',1005,',1,'
2495,',1006,',1,'
2734,',1006,',1,'
578,',1007,',1,'
2734,',1007,',1,'
756,',1008,',1,'
2734,',1008,',1,'
578,',1009,',1,'
2482,',1009,',1,'
756,',1010,',1,'
2715,',1010,',1,'
578,',1011,',1,'
2715,',1011,',1,'
2715,',1012,',1,'
2735,',1012,',1,'
2566,',1013,',1,'
2715,',1013,',1,'
2473,',1014,',1,'
2715,',1014,',1,'
2495,',1015,',1,'
2715,',1015,',1,'
2494,',1016,',1,'
2735,',1016,',1,'
2494,',1017,',1,'
2717,',1017,',1,'
2494,',1018,',1,'
2566,',1018,',1,'
2473,',1019,',1,'
2494,',1019,',1,'
756,',1020,',1,'
2482,',1020,',1,'
578,',1021,',1,'
2494,',1021,',1,'
756,',1022,',1,'
2494,',1022,',1,'
756,',1023,',1,'
2565,',1023,',1,'
2565,',1024,',1,'
2735,',1024,',1,'
2565,',1025,',1,'
2717,',1025,',1,'
2473,',1026,',1,'
2565,',1026,',1,'
2495,',1027,',1,'
2565,',1027,',1,'
2717,',1028,',1,'
2744,',1028,',1,'
2735,',1029,',1,'
2744,',1029,',1,'
2566,',1030,',1,'
2744,',1030,',1,'
2482,',1031,',1,'
2495,',1031,',1,'
2473,',1032,',1,'
2744,',1032,',1,'
2495,',1033,',1,'
2744,',1033,',1,'
578,',1034,',1,'
2744,',1034,',1,'
756,',1035,',1,'
2744,',1035,',1,'
756,',1036,',1,'
2730,',1036,',1,'
578,',1037,',1,'
2730,',1037,',1,'
2730,',1038,',1,'
2735,',1038,',1,'
2717,',1039,',1,'
2730,',1039,',1,'
2566,',1040,',1,'
2730,',1040,',1,'
2473,',1041,',1,'
2730,',1041,',1,'
2482,',1042,',1,'
2735,',1042,',1,'
2495,',1043,',1,'
2730,',1043,',1,'
2495,',1044,',1,'
2513,',1044,',1,'
2513,',1045,',1,'
2735,',1045,',1,'
2513,',1046,',1,'
2566,',1046,',1,'
2473,',1047,',1,'
2513,',1047,',1,'
578,',1048,',1,'
2513,',1048,',1,'
756,',1049,',1,'
2513,',1049,',1,'
756,',1050,',1,'
2577,',1050,',1,'
578,',1051,',1,'
2577,',1051,',1,'
2473,',1052,',1,'
2577,',1052,',1,'
2482,',1053,',1,'
2717,',1053,',1,'
2577,',1054,',1,'
2735,',1054,',1,'
2577,',1055,',1,'
2717,',1055,',1,'
2566,',1056,',1,'
2577,',1056,',1,'
2495,',1057,',1,'
2577,',1057,',1,'
2482,',1058,',1,'
2566,',1058,',1,'
2473,',1059,',1,'
2482,',1059,',1,'
2472,',1060,',1,'
2735,',1060,',1,'
2472,',1061,',1,'
2717,',1061,',1,'
77,',1062,',1,'
3182,',1062,',1,'
77,',1063,',1,'
3182,',1063,',1,'
77,',1064,',1,'
3190,',1064,',1,'
77,',1065,',1,'
3182,',1065,',1,'
744,',1066,',1,'
744,',1067,',1,'
3188,',1068,',1,'
3188,',1069,',1,'
3188,',1072,',1,'
3188,',1073,',1,'
2445,',1076,',1,'
2445,',1077,',1,'
3188,',1086,',1,'
3188,',1087,',1,'
3017,',1096,',1,'
3017,',1097,',1,'
737,',1100,',1,'
2697,',1100,',1,'
3173,',1100,',1,'
4196,',1100,',1,'
4196,',1101,',1,'
661,',1102,',1,'
2697,',1102,',1,'
2701,',1103,',1,'
2703,',1104,',1,'
2697,',1105,',1,'
4326,',1105,',1,'
2698,',1106,',1,'
2698,',1107,',1,'
752,',1108,',1,'
2697,',1108,',1,'
3182,',1108,',1,'
3189,',1109,',1,'
4203,',1109,',1,'
4272,',1109,',1,'
752,',1110,',1,'
2705,',1110,',1,'
2707,',1111,',1,'
78,',1112,452,1,'
3182,',1112,452,1,'
44,',1113,',1,'
185,',1114,',1,'
3177,',1114,',1,'
389,',1115,335,1,'
759,',1115,335,1,'
2857,',1116,',1,'
4203,',1117,',1,'
4456,',1117,',1,'
752,',1118,',1,'
2709,',1118,',1,'
2710,',1119,',1,'
113,',1120,',1,'
4595,',1121,',1,'
4679,',1121,',1,'
2715,',1122,',1,'
752,',1123,618,1,'
2723,',1123,618,1,'
2730,',1124,',1,'
2734,',1125,',1,'
2737,',1126,',1,'
367,',1127,',1,'
4131,',1127,',1,'
365,',1128,',1,'
4131,',1128,',1,'
752,',1129,',1,'
2740,',1129,',1,'
756,',1130,',1,'
2742,',1130,',1,'
2740,',1131,731,1,'
4389,',1131,731,1,'
2741,',1132,',1,'
2740,',1133,',1,'
2745,',1134,',1,'
3186,',1134,',1,'
2746,',1135,',1,'
3187,',1135,',1,'
2752,',1136,',1,'
2758,',1137,',1,'
2759,',1138,',1,'
2755,',1139,',1,'
2756,',1140,',1,'
5062,',1141,1262,1,'
5063,',1142,',1,'
2760,',1143,',1,'
131,',1144,1119,1,'
3186,',1144,1119,1,'
191,',1145,863,1,'
192,',1146,863,1,'
124,',1147,',1,'
3186,',1147,',1,'
2761,',1148,',1,'
3188,',1148,',1,'
630,',1149,',1,'
2748,',1149,',1,'
2749,',1150,',1,'
4210,',1150,',1,'
632,',1151,',1,'
2749,',1151,',1,'
2361,',1152,',1,'
2765,',1152,',1,'
2331,',1153,',1,'
2768,',1153,',1,'
2767,',1154,',1,'
2764,',1155,',1,'
2361,',1156,',1,'
4246,',1156,',1,'
2331,',1157,',1,'
2775,',1157,',1,'
2774,',1158,',1,'
2773,',1159,',1,'
3182,',1160,',1,'
4605,',1160,',1,'
3182,',1161,',1,'
4098,',1161,',1,'
3185,',1162,',1,'
4099,',1162,',1,'
3185,',1163,',1,'
3702,',1163,',1,'
3185,',1164,',1,'
4606,',1164,',1,'
2923,',1165,',1,'
3184,',1165,',1,'
2929,',1166,',1,'
3184,',1166,',1,'
2933,',1167,',1,'
3184,',1167,',1,'
2921,',1168,',1,'
3184,',1168,',1,'
2919,',1169,',1,'
3184,',1169,',1,'
2917,',1170,',1,'
3184,',1170,',1,'
140,',1171,188,1,'
95,',1172,',1,'
2445,',1172,',1,'
3173,',1172,',1,'
2786,',1173,',1,'
3490,',1173,',1,'
752,',1174,',1,'
2785,',1174,',1,'
3182,',1174,',1,'
2785,',1175,',1,'
2783,',1176,',1,'
2784,',1177,',1,'
752,',1178,',1,'
2790,',1178,',1,'
3182,',1178,',1,'
2790,',1179,',1,'
2789,',1180,',1,'
752,',1181,',1,'
2796,',1181,',1,'
3182,',1181,',1,'
2796,',1182,',1,'
2800,',1183,',1,'
3490,',1183,',1,'
2800,',1184,',1,'
2795,',1185,',1,'
2793,',1186,',1,'
4326,',1186,',1,'
2802,',1187,',1,'
2822,',1187,',1,'
2803,',1188,',1,'
4529,',1188,',1,'
752,',1189,',1,'
2804,',1189,',1,'
2805,',1190,1548,1,'
3182,',1190,1548,1,'
2807,',1191,',1,'
3173,',1191,',1,'
4138,',1191,',1,'
4196,',1191,',1,'
2808,',1192,',1,'
2807,',1193,',1,'
2,',1194,',1,'
6,',1195,',1,'
10,',1196,',1,'
14,',1197,',1,'
18,',1198,',1,'
41,',1199,',1,'
64,',1200,',1,'
66,',1201,',1,'
80,',1202,',1,'
83,',1203,',1,'
86,',1204,',1,'
89,',1205,',1,'
92,',1206,',1,'
115,',1207,',1,'
128,',1208,',1,'
148,',1209,',1,'
152,',1210,',1,'
158,',1211,',1,'
163,',1212,',1,'
166,',1213,',1,'
236,',1214,',1,'
311,',1215,',1,'
325,',1216,',1,'
333,',1217,',1,'
344,',1218,',1,'
348,',1219,',1,'
352,',1220,',1,'
354,',1221,',1,'
360,',1222,',1,'
370,',1223,',1,'
375,',1224,',1,'
378,',1225,',1,'
385,',1226,',1,'
393,',1227,',1,'
397,',1228,',1,'
406,',1229,',1,'
425,',1231,',1,'
430,',1232,',1,'
435,',1233,',1,'
444,',1234,',1,'
450,',1235,',1,'
454,',1236,',1,'
458,',1237,',1,'
465,',1238,',1,'
467,',1239,',1,'
472,',1240,',1,'
477,',1241,',1,'
489,',1242,',1,'
502,',1243,',1,'
505,',1244,',1,'
510,',1245,',1,'
526,',1246,',1,'
533,',1247,',1,'
536,',1248,',1,'
539,',1249,',1,'
542,',1250,',1,'
550,',1251,',1,'
563,',1252,',1,'
575,',1254,',1,'
589,',1255,',1,'
591,',1256,',1,'
594,',1257,',1,'
602,',1258,',1,'
605,',1259,',1,'
609,',1260,',1,'
627,',1261,',1,'
631,',1262,',1,'
637,',1263,',1,'
640,',1264,',1,'
644,',1265,',1,'
651,',1266,',1,'
667,',1267,',1,'
679,',1268,',1,'
683,',1269,',1,'
688,',1270,',1,'
691,',1271,',1,'
699,',1272,',1,'
701,',1273,',1,'
705,',1274,',1,'
707,',1275,',1,'
719,',1277,',1,'
733,',1278,',1,'
738,',1279,',1,'
740,',1280,',1,'
746,',1281,',1,'
749,',1282,',1,'
753,',1283,',1,'
761,',1284,',1,'
764,',1285,',1,'
776,',1286,',1,'
779,',1287,',1,'
782,',1288,',1,'
785,',1289,',1,'
789,',1290,',1,'
798,',1291,',1,'
802,',1292,',1,'
805,',1293,',1,'
807,',1294,',1,'
1022,',1295,',1,'
1025,',1296,',1,'
1031,',1297,',1,'
1033,',1298,',1,'
1043,',1299,',1,'
2210,',1300,',1,'
2241,',1303,',1,'
2252,',1304,',1,'
2254,',1305,',1,'
2266,',1307,',1,'
2273,',1308,',1,'
2318,',1309,',1,'
2320,',1310,',1,'
2347,',1311,',1,'
2351,',1312,',1,'
2360,',1313,',1,'
2368,',1315,',1,'
2372,',1316,',1,'
2376,',1317,',1,'
2428,',1318,',1,'
2429,',1319,',1,'
2432,',1320,',1,'
2435,',1321,',1,'
2438,',1322,',1,'
2441,',1323,',1,'
2450,',1324,',1,'
2507,',1329,',1,'
2538,',1331,',1,'
2562,',1332,',1,'
2607,',1335,',1,'
2610,',1336,',1,'
2620,',1337,',1,'
2633,',1339,',1,'
2640,',1340,',1,'
2647,',1341,',1,'
2698,',1342,',1,'
2704,',1343,',1,'
2710,',1344,',1,'
2741,',1345,',1,'
2752,',1346,',1,'
2755,',1347,',1,'
2758,',1348,',1,'
2764,',1349,',1,'
2773,',1350,',1,'
2783,',1351,',1,'
2786,',1352,',1,'
2791,',1353,',1,'
2797,',1354,',1,'
2800,',1355,',1,'
2808,',1356,',1,'
2833,',1357,',1,'
2836,',1358,',1,'
2848,',1360,',1,'
2861,',1361,',1,'
2868,',1362,',1,'
2871,',1363,',1,'
2875,',1364,',1,'
2878,',1365,',1,'
2881,',1366,',1,'
2884,',1367,',1,'
2887,',1368,',1,'
2890,',1369,',1,'
2893,',1370,',1,'
2899,',1371,',1,'
2902,',1372,',1,'
2910,',1373,',1,'
2913,',1374,',1,'
2863,',1375,',1,'
2956,',1377,',1,'
2960,',1378,',1,'
2963,',1379,',1,'
2967,',1380,',1,'
2970,',1381,',1,'
2990,',1383,',1,'
2996,',1384,',1,'
3001,',1385,',1,'
3004,',1386,',1,'
3010,',1387,',1,'
3024,',1388,',1,'
3041,',1389,',1,'
3054,',1390,',1,'
3047,',1391,',1,'
3073,',1393,',1,'
3081,',1395,',1,'
3092,',1396,',1,'
3094,',1397,',1,'
3095,',1398,',1,'
3111,',1399,',1,'
3119,',1400,',1,'
3122,',1401,',1,'
3129,',1402,',1,'
3132,',1403,',1,'
3142,',1405,',1,'
3151,',1406,',1,'
3154,',1407,',1,'
3159,',1408,',1,'
3163,',1409,',1,'
3174,',1410,',1,'
3183,',1411,',1,'
3191,',1412,',1,'
3197,',1413,',1,'
3200,',1414,',1,'
3491,',1415,',1,'
3494,',1416,',1,'
3497,',1417,',1,'
3521,',1419,',1,'
3524,',1420,',1,'
3549,',1422,',1,'
3559,',1423,',1,'
3563,',1424,',1,'
3614,',1425,',1,'
3618,',1426,',1,'
3622,',1427,',1,'
3633,',1428,',1,'
3644,',1429,',1,'
3648,',1430,',1,'
3656,',1431,',1,'
3661,',1432,',1,'
3683,',1434,',1,'
3687,',1435,',1,'
3690,',1436,',1,'
3768,',1437,',1,'
3790,',1438,',1,'
3820,',1439,',1,'
3823,',1440,',1,'
3834,',1441,',1,'
3840,',1442,',1,'
3848,',1443,',1,'
3852,',1444,',1,'
3860,',1445,',1,'
3863,',1446,',1,'
3866,',1447,',1,'
3870,',1448,',1,'
3842,',1449,',1,'
3875,',1450,',1,'
3886,',1451,',1,'
3888,',1452,',1,'
3892,',1453,',1,'
3899,',1454,',1,'
3912,',1455,',1,'
3921,',1456,',1,'
3940,',1458,',1,'
4014,',1461,',1,'
4031,',1463,',1,'
4035,',1464,',1,'
4038,',1465,',1,'
4044,',1466,',1,'
4090,',1467,',1,'
4100,',1468,',1,'
4117,',1470,',1,'
4122,',1471,',1,'
4132,',1472,',1,'
4147,',1473,',1,'
4151,',1474,',1,'
4161,',1475,',1,'
4171,',1476,',1,'
4179,',1477,',1,'
4181,',1478,',1,'
4184,',1479,',1,'
4186,',1480,',1,'
4205,',1482,',1,'
4213,',1483,',1,'
4216,',1484,',1,'
4227,',1486,',1,'
4258,',1488,',1,'
4266,',1489,',1,'
4270,',1490,',1,'
4277,',1491,',1,'
4290,',1492,',1,'
4329,',1493,',1,'
4358,',1495,',1,'
4364,',1496,',1,'
4366,',1497,',1,'
4374,',1498,',1,'
4382,',1501,',1,'
4384,',1502,',1,'
4390,',1503,',1,'
4407,',1504,',1,'
4410,',1505,',1,'
4445,',1506,',1,'
4454,',1507,',1,'
4458,',1508,',1,'
4466,',1509,',1,'
4469,',1510,',1,'
4472,',1511,',1,'
4476,',1512,',1,'
4488,',1513,',1,'
4498,',1514,',1,'
4524,',1518,',1,'
4548,',1519,',1,'
4550,',1520,',1,'
4559,',1521,',1,'
4562,',1522,',1,'
4564,',1523,',1,'
4567,',1524,',1,'
4572,',1525,',1,'
4580,',1528,',1,'
4584,',1529,',1,'
4590,',1530,',1,'
4602,',1531,',1,'
4607,',1532,',1,'
4614,',1533,',1,'
4630,',1534,',1,'
4642,',1535,',1,'
4646,',1536,',1,'
4659,',1537,',1,'
4669,',1538,',1,'
4675,',1539,',1,'
4677,',1540,',1,'
4688,',1541,',1,'
4699,',1542,',1,'
4710,',1543,',1,'
4711,',1544,',1,'
4713,',1545,',1,'
4724,',1546,',1,'
4731,',1547,',1,'
4739,',1548,',1,'
4742,',1549,',1,'
4744,',1550,',1,'
4747,',1551,',1,'
4749,',1552,',1,'
4752,',1553,',1,'
4757,',1554,',1,'
4780,',1555,',1,'
4784,',1556,',1,'
4791,',1557,',1,'
4798,',1558,',1,'
4820,',1559,',1,'
4829,',1561,',1,'
4834,',1562,',1,'
4838,',1563,',1,'
4843,',1564,',1,'
4846,',1565,',1,'
4850,',1566,',1,'
4855,',1567,',1,'
4866,',1568,',1,'
4874,',1569,',1,'
4877,',1570,',1,'
4880,',1571,',1,'
4882,',1572,',1,'
4887,',1573,',1,'
4890,',1574,',1,'
4893,',1575,',1,'
4895,',1576,',1,'
4906,',1578,',1,'
4910,',1579,',1,'
4912,',1580,',1,'
4914,',1581,',1,'
4921,',1582,',1,'
4947,',1583,',1,'
4956,',1584,',1,'
4958,',1585,',1,'
4963,',1586,',1,'
4967,',1587,',1,'
4972,',1588,',1,'
4976,',1589,',1,'
4982,',1590,',1,'
4986,',1591,',1,'
4993,',1593,',1,'
4995,',1594,',1,'
4997,',1595,',1,'
5000,',1596,',1,'
5027,',1597,',1,'
5030,',1598,',1,'
5034,',1599,',1,'
5037,',1600,',1,'
5040,',1601,',1,'
5052,',1602,',1,'
5060,',1604,',1,'
2810,',1605,',1,'
2873,',1606,',1,'
3158,',1606,',1,'
3173,',1606,',1,'
3016,',1607,',1,'
4096,',1607,',1,'
2528,',1608,',1,'
3182,',1608,',1,'
3182,',1609,',1,'
4091,',1609,',1,'
3182,',1610,',1,'
4766,',1610,',1,'
3182,',1611,',1,'
4320,',1611,',1,'
3182,',1612,',1,'
3517,',1612,',1,'
3182,',1613,',1,'
4225,',1613,',1,'
3182,',1614,',1,'
4245,',1614,',1,'
3182,',1615,',1,'
3904,',1615,',1,'
3182,',1616,',1,'
3893,',1616,',1,'
3182,',1617,',1,'
4231,',1617,',1,'
752,',1618,',1,'
2327,',1618,',1,'
4899,',1618,',1,'
752,',1619,',1,'
2327,',1619,',1,'
4497,',1619,',1,'
752,',1620,2806,1,'
2327,',1620,2806,1,'
3496,',1620,2806,1,'
752,',1621,',1,'
2327,',1621,',1,'
3501,',1621,',1,'
752,',1622,',1,'
2327,',1622,',1,'
