cid,old_cid,rid,old_rid,sch,ismain
2623,',1889,',1,'
4327,',1889,',1,'
2955,',1890,',1,'
2955,',1891,',1,'
3185,',1892,',1,'
3709,',1892,',1,'
3185,',1893,',1,'
3712,',1893,',1,'
3185,',1894,',1,'
3716,',1894,',1,'
3185,',1895,',1,'
3719,',1895,',1,'
3185,',1896,',1,'
3722,',1896,',1,'
3185,',1897,',1,'
3725,',1897,',1,'
3772,',1898,',1,'
3185,',1899,',1,'
3775,',1899,',1,'
3185,',1900,',1,'
3778,',1900,',1,'
2811,',1901,',1,'
3185,',1901,',1,'
3817,',1902,',1,'
3794,',1903,',1,'
3727,',1904,',1,'
3185,',1905,',1,'
3730,',1905,',1,'
3185,',1906,',1,'
3693,',1906,',1,'
3185,',1907,',1,'
3696,',1907,',1,'
3185,',1908,',1,'
3699,',1908,',1,'
3185,',1909,',1,'
3703,',1909,',1,'
3185,',1910,',1,'
3706,',1910,',1,'
2980,',1911,',1,'
3185,',1911,',1,'
2960,',1912,',1,'
2961,',1913,',1,'
2963,',1914,',1,'
2964,',1915,',1,'
2967,',1916,',1,'
2968,',1917,',1,'
2969,',1918,',1,'
2969,',1919,',1,'
2974,',1920,',1,'
2974,',1921,',1,'
2975,',1922,',1,'
4928,',1922,',1,'
3109,',1923,',1,'
4928,',1923,',1,'
3008,',1924,',1,'
4928,',1924,',1,'
3149,',1925,',1,'
4928,',1925,',1,'
752,',1926,',1,'
2945,',1926,',1,'
2425,',1927,',1,'
4928,',1927,',1,'
2379,',1928,',1,'
4918,',1928,',1,'
2399,',1929,',1,'
4918,',1929,',1,'
2409,',1930,',1,'
4918,',1930,',1,'
2421,',1931,',1,'
4918,',1931,',1,'
4652,',1932,',1,'
4928,',1932,',1,'
2945,',1933,',1,'
3173,',1933,',1,'
4138,',1933,',1,'
2977,',1934,',1,'
2977,',1935,',1,'
2949,',1936,',1,'
3173,',1936,',1,'
4971,',1936,',1,'
2946,',1937,',1,'
2946,',1938,',1,'
3938,',1939,',1,'
4937,',1939,',1,'
2946,',1940,',1,'
4112,',1940,',1,'
4937,',1941,',1,'
5045,',1941,',1,'
2947,',1942,',1,'
2927,',1943,',1,'
3173,',1943,',1,'
4971,',1943,',1,'
2986,',1944,',1,'
3095,',1945,',1,'
3183,',1945,',1,'
481,',1946,',1,'
3007,',1946,',1,'
482,',1947,',1,'
3008,',1947,',1,'
481,',1948,',1,'
3148,',1948,',1,'
482,',1949,',1,'
3149,',1949,',1,'
2937,',1950,',1,'
4121,',1950,',1,'
4389,',1950,',1,'
1,',1951,',1,'
2988,',1951,',1,'
3185,',1952,',1,'
4102,',1952,',1,'
3185,',1953,',1,'
3691,',1953,',1,'
3185,',1954,',1,'
4608,',1954,',1,'
3056,',1955,446,1,'
3182,',1955,446,1,'
3058,',1956,446,1,'
3185,',1956,446,1,'
2991,',1957,',1,'
4928,',1957,',1,'
2989,',1958,',1,'
2989,',1959,',1,'
2993,',1960,',1,'
3182,',1960,',1,'
4121,',1960,',1,'
2994,',1961,',1,'
3186,',1961,',1,'
4123,',1961,',1,'
3068,',1962,',1,'
3177,',1962,',1,'
3930,',1962,',1,'
658,',1963,',1,'
4822,',1963,',1,'
2613,',1964,',1,'
4123,',1964,',1,'
3068,',1965,',1,'
3177,',1965,',1,'
3934,',1965,',1,'
659,',1966,',1,'
4822,',1966,',1,'
2614,',1967,',1,'
4123,',1967,',1,'
2996,',1968,',1,'
3490,',1968,',1,'
2996,',1969,',1,'
752,',1970,',1,'
2995,',1970,',1,'
3182,',1970,',1,'
2996,',1971,',1,'
2997,',1972,',1,'
2953,',1973,',1,'
4918,',1973,',1,'
3000,',1974,',1,'
3000,',1975,',1,'
3003,',1976,',1,'
3003,',1977,',1,'
3015,',1978,',1,'
3112,',1978,',1,'
3009,',1979,',1,'
2815,',1980,233,1,'
3040,',1980,233,1,'
3014,',1981,',1,'
3173,',1981,',1,'
4138,',1981,',1,'
6,',1982,',1,'
7,',1983,',1,'
10,',1984,',1,'
3183,',1984,',1,'
11,',1985,',1,'
3185,',1985,',1,'
14,',1986,',1,'
3183,',1986,',1,'
15,',1987,',1,'
3185,',1987,',1,'
385,',1988,',1,'
386,',1989,',1,'
425,',1990,',1,'
426,',1991,',1,'
430,',1992,',1,'
3183,',1992,',1,'
431,',1993,',1,'
3185,',1993,',1,'
444,',1994,',1,'
3183,',1994,',1,'
445,',1995,',1,'
3185,',1995,',1,'
450,',1996,',1,'
3183,',1996,',1,'
451,',1997,',1,'
3185,',1997,',1,'
454,',1998,',1,'
3183,',1998,',1,'
455,',1999,',1,'
3185,',1999,',1,'
3054,',2000,',1,'
4911,',2001,',1,'
4897,',2002,',1,'
4897,',2003,',1,'
3188,',2004,',1,'
3861,',2004,',1,'
3046,',2005,',1,'
3865,',2005,',1,'
4645,',2006,',1,'
4819,',2006,',1,'
4649,',2007,',1,'
4822,',2007,',1,'
223,',2008,',1,'
3173,',2008,',1,'
224,',2009,',1,'
3177,',2009,',1,'
752,',2010,94,1,'
3110,',2010,94,1,'
756,',2011,94,1,'
3114,',2011,94,1,'
3020,',2012,',1,'
4121,',2012,',1,'
3021,',2013,',1,'
4123,',2013,',1,'
3020,',2014,',1,'
2624,',2015,',1,'
3185,',2015,',1,'
2976,',2016,',1,'
3185,',2016,',1,'
3090,',2017,',1,'
3185,',2018,',1,'
3598,',2018,',1,'
2382,',2019,',1,'
3185,',2019,',1,'
2395,',2020,',1,'
3185,',2020,',1,'
2404,',2021,',1,'
3185,',2021,',1,'
2415,',2022,',1,'
3185,',2022,',1,'
3185,',2023,',1,'
3198,',2023,',1,'
3201,',2024,',1,'
2380,',2025,',1,'
3600,',2026,',1,'
2378,',2027,',1,'
4941,',2027,',1,'
2393,',2028,',1,'
4941,',2028,',1,'
2408,',2029,',1,'
4941,',2029,',1,'
2420,',2030,',1,'
4941,',2030,',1,'
3599,',2031,',1,'
4941,',2031,',1,'
3607,',2032,',1,'
4941,',2032,',1,'
3609,',2033,',1,'
4941,',2033,',1,'
3611,',2034,',1,'
4941,',2034,',1,'
3818,',2035,',1,'
4941,',2035,',1,'
3027,',2036,',1,'
3185,',2037,',1,'
3592,',2037,',1,'
3185,',2038,',1,'
3597,',2038,',1,'
3185,',2039,',1,'
3579,',2039,',1,'
3185,',2040,',1,'
3586,',2040,',1,'
3185,',2041,',1,'
3590,',2041,',1,'
3613,',2042,',1,'
4917,',2043,',1,'
4917,',2044,',1,'
4917,',2045,',1,'
4917,',2046,',1,'
2425,',2047,',1,'
4918,',2047,',1,'
3606,',2048,',1,'
4918,',2048,',1,'
3608,',2049,',1,'
4918,',2049,',1,'
3610,',2050,',1,'
4918,',2050,',1,'
3612,',2051,',1,'
4918,',2051,',1,'
3024,',2052,',1,'
3024,',2053,',1,'
3024,',2054,',1,'
4112,',2054,',1,'
3023,',2055,',1,'
3023,',2056,',1,'
3026,',2057,',1,'
3034,',2058,',1,'
3034,',2059,',1,'
3173,',2059,',1,'
2747,',2060,',1,'
3182,',2060,',1,'
3019,',2061,',1,'
643,',2062,',1,'
3041,',2062,',1,'
4112,',2062,',1,'
739,',2063,',1,'
3041,',2063,',1,'
4112,',2063,',1,'
2456,',2064,',1,'
3041,',2064,',1,'
4112,',2064,',1,'
3168,',2065,',1,'
3179,',2065,',1,'
752,',2066,',1,'
3046,',2066,',1,'
4150,',2066,',1,'
3041,',2067,',1,'
4112,',2067,',1,'
4645,',2067,',1,'
3041,',2068,',1,'
4112,',2068,',1,'
3041,',2069,',1,'
4112,',2069,',1,'
4837,',2069,',1,'
3040,',2070,',1,'
3041,',2071,',1,'
3173,',2071,',1,'
3091,',2072,',1,'
3093,',2073,',1,'
3165,',2074,',1,'
4131,',2074,',1,'
756,',2075,65,1,'
3049,',2075,65,1,'
752,',2076,',1,'
2456,',2076,',1,'
3046,',2076,',1,'
3046,',2077,',1,'
3173,',2077,',1,'
3049,',2078,',1,'
3186,',2078,',1,'
4123,',2078,',1,'
3049,',2079,',1,'
3186,',2079,',1,'
4134,',2079,',1,'
2852,',2080,',1,'
3173,',2080,',1,'
4819,',2080,',1,'
3043,',2081,',1,'
3186,',2081,',1,'
3040,',2082,',1,'
3182,',2082,',1,'
4485,',2082,',1,'
3046,',2083,',1,'
3173,',2083,',1,'
3047,',2084,',1,'
3174,',2084,',1,'
3682,',2084,',1,'
3048,',2085,',1,'
2818,',2086,',1,'
3061,',2086,',1,'
3177,',2086,',1,'
3046,',2087,',1,'
752,',2088,',1,'
3046,',2088,',1,'
3182,',2088,',1,'
3062,',2089,',1,'
3182,',2089,',1,'
4121,',2089,',1,'
3064,',2090,',1,'
3189,',2090,',1,'
4203,',2090,',1,'
3062,',2091,',1,'
3062,',2092,',1,'
732,',2093,162,1,'
3065,',2093,162,1,'
483,',2094,108,1,'
3068,',2094,108,1,'
3073,',2095,',1,'
3074,',2096,',1,'
3082,',2097,',1,'
752,',2098,',1,'
3078,',2098,',1,'
3062,',2099,',1,'
3173,',2099,',1,'
4138,',2099,',1,'
3063,',2100,',1,'
3177,',2100,',1,'
4140,',2100,',1,'
3085,',2101,',1,'
3080,',2102,',1,'
3075,',2103,',1,'
3075,',2104,',1,'
3087,',2105,136,1,'
4203,',2105,136,1,'
752,',2106,',1,'
3075,',2106,',1,'
756,',2107,',1,'
3077,',2107,',1,'
3069,',2108,',1,'
3189,',2108,',1,'
4203,',2108,',1,'
3182,',2109,',1,'
3883,',2109,',1,'
3186,',2110,',1,'
3884,',2110,',1,'
3066,',2111,',1,'
3174,',2111,',1,'
3067,',2112,',1,'
3176,',2112,',1,'
3066,',2113,',1,'
4112,',2113,',1,'
2261,',2114,',1,'
3066,',2114,',1,'
3065,',2115,',1,'
3065,',2116,',1,'
752,',2117,',1,'
3065,',2117,',1,'
3182,',2117,',1,'
3017,',2118,253,1,'
3110,',2119,',1,'
4138,',2119,',1,'
752,',2120,',1,'
3040,',2120,',1,'
3182,',2120,',1,'
5003,',2120,',1,'
3110,',2121,',1,'
3110,',2122,',1,'
437,',2123,',1,'
4131,',2123,',1,'
438,',2124,',1,'
4136,',2124,',1,'
661,',2125,',1,'
3065,',2125,',1,'
3121,',2126,',1,'
3121,',2127,',1,'
3118,',2128,',1,'
3118,',2129,',1,'
3082,',2130,',1,'
4595,',2130,',1,'
3083,',2131,',1,'
4596,',2131,',1,'
2938,',2132,',1,'
3182,',2132,',1,'
3124,',2133,',1,'
4397,',2133,',1,'
2777,',2134,',1,'
3188,',2134,',1,'
3126,',2135,',1,'
3188,',2135,',1,'
2944,',2136,',1,'
2944,',2137,',1,'
3131,',2138,',1,'
3131,',2139,',1,'
3128,',2140,',1,'
3128,',2141,',1,'
3135,',2142,587,1,'
3669,',2142,587,1,'
3136,',2143,587,1,'
3671,',2143,587,1,'
756,',2144,',1,'
3140,',2144,',1,'
3138,',2145,',1,'
3138,',2146,',1,'
4112,',2146,',1,'
3139,',2147,',1,'
3137,',2148,',1,'
3141,',2149,',1,'
3141,',2150,',1,'
2601,',2151,',1,'
3150,',2152,',1,'
3173,',2152,',1,'
4138,',2152,',1,'
3152,',2153,',1,'
3177,',2153,',1,'
4140,',2153,',1,'
3190,',2154,',1,'
3191,',2155,',1,'
3193,',2156,',1,'
752,',2157,',1,'
3153,',2157,',1,'
3182,',2157,',1,'
3153,',2158,',1,'
752,',2159,',1,'
3055,',2159,',1,'
3065,',2159,',1,'
643,',2160,',1,'
3153,',2160,',1,'
3158,',2161,',1,'
3182,',2161,',1,'
3161,',2162,',1,'
3187,',2162,',1,'
3158,',2163,',1,'
3158,',2164,124,1,'
3162,',2165,',1,'
3173,',2165,',1,'
3182,',2165,',1,'
3162,',2166,',1,'
4485,',2166,',1,'
3163,',2167,',1,'
3165,',2168,',1,'
3167,',2169,',1,'
4121,',2169,',1,'
3037,',2170,',1,'
3179,',2170,',1,'
4142,',2170,',1,'
3168,',2171,',1,'
3038,',2172,',1,'
3182,',2172,',1,'
2319,',2173,',1,'
3182,',2173,',1,'
2323,',2174,',1,'
3186,',2174,',1,'
4052,',2175,',1,'
4347,',2175,',1,'
4052,',2176,',1,'
4052,',2177,',1,'
3173,',2178,',1,'
4138,',2178,',1,'
4196,',2178,',1,'
3191,',2179,',1,'
3190,',2180,',1,'
3190,',2181,',1,'
3190,',2182,',1,'
3190,',2183,',1,'
3183,',2184,',1,'
3182,',2185,',1,'
3182,',2186,',1,'
3182,',2187,',1,'
3182,',2188,',1,'
3187,',2189,',1,'
3182,',2190,',1,'
3953,',2191,',1,'
4347,',2191,',1,'
3953,',2192,',1,'
3953,',2193,',1,'
3959,',2194,',1,'
4347,',2194,',1,'
3959,',2195,',1,'
4347,',2195,',1,'
2780,',2196,',1,'
2780,',2197,',1,'
2778,',2198,',1,'
4347,',2198,',1,'
3952,',2199,',1,'
4347,',2199,',1,'
2778,',2200,',1,'
4347,',2200,',1,'
3952,',2201,',1,'
3952,',2202,',1,'
2776,',2203,',1,'
4347,',2203,',1,'
2779,',2204,',1,'
4347,',2204,',1,'
2776,',2205,',1,'
2776,',2206,',1,'
2776,',2207,',1,'
4434,',2207,',1,'
3125,',2208,',1,'
3125,',2209,',1,'
3125,',2210,',1,'
4434,',2210,',1,'
460,',2211,',1,'
3177,',2211,',1,'
4128,',2211,',1,'
461,',2212,',1,'
3180,',2212,',1,'
4130,',2212,',1,'
212,',2213,',1,'
4123,',2213,',1,'
4917,',2214,',1,'
4940,',2214,',1,'
3200,',2215,',1,'
4917,',2215,',1,'
4940,',2215,',1,'
3197,',2216,',1,'
322,',2217,',1,'
2547,',2217,',1,'
2260,',2218,',1,'
3491,',2218,',1,'
3494,',2219,',1,'
3499,',2220,',1,'
3497,',2221,',1,'
3502,',2222,',1,'
3511,',2223,',1,'
3520,',2224,',1,'
3520,',2225,',1,'
752,',2226,',1,'
3023,',2226,',1,'
752,',2227,',1,'
2985,',2227,',1,'
752,',2228,',1,'
4018,',2228,',1,'
752,',2229,',1,'
2860,',2229,',1,'
3525,',2230,',1,'
2361,',2231,',1,'
3525,',2231,',1,'
2331,',2232,',1,'
3529,',2232,',1,'
3528,',2233,',1,'
3524,',2234,',1,'
3543,',2235,',1,'
4196,',2235,',1,'
213,',2236,',1,'
4123,',2236,',1,'
3544,',2237,',1,'
3173,',2238,',1,'
3544,',2238,',1,'
3545,',2239,',1,'
4112,',2239,',1,'
3182,',2240,',1,'
3548,',2240,',1,'
4196,',2240,',1,'
3549,',2241,',1,'
752,',2242,',1,'
3182,',2242,',1,'
3548,',2242,',1,'
3545,',2243,',1,'
3173,',2244,',1,'
3545,',2244,',1,'
752,',2245,',1,'
3182,',2245,',1,'
3683,',2245,',1,'
3182,',2246,782,1,'
3550,',2246,782,1,'
3182,',2247,',1,'
3555,',2248,',1,'
459,',2249,',1,'
481,',2249,',1,'
3182,',2249,',1,'
460,',2250,',1,'
483,',2250,',1,'
3186,',2250,',1,'
3553,',2251,',1,'
3553,',2252,',1,'
3554,',2253,414,1,'
3556,',2254,414,1,'
3559,',2255,',1,'
4112,',2255,',1,'
4375,',2256,',1,'
332,',2257,',1,'
4386,',2258,',1,'
2361,',2259,',1,'
3564,',2259,',1,'
2331,',2260,',1,'
3567,',2260,',1,'
3566,',2261,',1,'
3563,',2262,',1,'
3173,',2263,',1,'
3568,',2263,',1,'
3177,',2264,',1,'
3569,',2264,',1,'
4127,',2265,',1,'
3173,',2266,',1,'
3568,',2266,',1,'
4138,',2266,',1,'
3568,',2267,',1,'
3571,',2268,',1,'
3185,',2269,',1,'
3574,',2269,',1,'
3185,',2270,',1,'
3595,',2270,',1,'
3185,',2271,',1,'
3577,',2271,',1,'
3185,',2272,',1,'
3583,',2272,',1,'
481,',2273,',1,'
3585,',2273,',1,'
481,',2274,',1,'
3596,',2274,',1,'
481,',2275,',1,'
3578,',2275,',1,'
481,',2276,',1,'
3584,',2276,',1,'
2344,',2277,',1,'
3179,',2277,',1,'
4142,',2277,',1,'
2344,',2278,',1,'
3179,',2278,',1,'
4129,',2278,',1,'
2793,',2279,',1,'
3173,',2279,',1,'
4138,',2279,',1,'
677,',2280,',1,'
3179,',2280,',1,'
4129,',2280,',1,'
4203,',2281,',1,'
4808,',2281,',1,'
2231,',2282,',1,'
3180,',2282,',1,'
4143,',2282,',1,'
4203,',2282,',1,'
2795,',2283,',1,'
3179,',2283,',1,'
4142,',2283,',1,'
2795,',2284,',1,'
3179,',2284,',1,'
4129,',2284,',1,'
681,',2285,',1,'
3179,',2285,',1,'
4142,',2285,',1,'
674,',2286,',1,'
3179,',2286,',1,'
4129,',2286,',1,'
674,',2287,',1,'
3179,',2287,',1,'
4142,',2287,',1,'
4121,',2288,',1,'
4435,',2288,',1,'
4125,',2289,661,1,'
4439,',2289,661,1,'
2605,',2290,539,1,'
4125,',2290,539,1,'
48,',2291,',1,'
4121,',2291,',1,'
52,',2292,932,1,'
4125,',2292,932,1,'
2753,',2293,',1,'
3179,',2293,',1,'
4129,',2293,',1,'
2753,',2294,',1,'
3179,',2294,',1,'
4142,',2294,',1,'
4136,',2295,',1,'
5010,',2295,',1,'
3185,',2296,',1,'
3616,',2296,',1,'
3615,',2297,',1,'
3614,',2298,',1,'
3618,',2299,',1,'
3175,',2300,',1,'
3173,',2301,',1,'
3173,',2302,',1,'
3173,',2303,',1,'
3623,',2304,',1,'
3621,',2305,',1,'
3621,',2306,',1,'
4485,',2306,',1,'
3182,',2307,',1,'
4510,',2307,',1,'
4196,',2308,',1,'
3622,',2309,',1,'
3636,',2310,',1,'
4123,',2310,',1,'
3635,',2311,',1,'
4131,',2311,',1,'
3637,',2312,',1,'
4137,',2312,',1,'
3636,',2313,',1,'
4134,',2313,',1,'
226,',2314,',1,'
161,',2315,',1,'
226,',2315,',1,'
3190,',2315,',1,'
3190,',2316,',1,'
4913,',2317,',1,'
3185,',2318,',1,'
3593,',2318,',1,'
3185,',2319,',1,'
3581,',2319,',1,'
3185,',2320,',1,'
3588,',2320,',1,'
2389,',2321,',1,'
3185,',2321,',1,'
3173,',2322,',1,'
3640,',2322,',1,'
3643,',2323,',1,'
3648,',2324,',1,'
4112,',2324,',1,'
3647,',2325,',1,'
630,',2326,651,1,'
3647,',2326,651,1,'
632,',2327,651,1,'
3650,',2327,651,1,'
3648,',2328,',1,'
3182,',2329,',1,'
3653,',2329,',1,'
4121,',2329,',1,'
3186,',2330,',1,'
3654,',2330,',1,'
4123,',2330,',1,'
3182,',2331,339,1,'
3655,',2331,339,1,'
3182,',2332,',1,'
3655,',2332,',1,'
4121,',2332,',1,'
3660,',2333,',1,'
4196,',2333,',1,'
756,',2334,',1,'
3667,',2334,',1,'
3665,',2335,',1,'
3665,',2336,',1,'
4112,',2336,',1,'
3666,',2337,',1,'
3664,',2338,',1,'
3174,',2339,',1,'
3661,',2339,',1,'
3661,',2340,',1,'
4112,',2340,',1,'
3671,',2341,337,1,'
3670,',2342,',1,'
3671,',2343,',1,'
3633,',2344,',1,'
2331,',2345,',1,'
3160,',2345,',1,'
3673,',2345,',1,'
756,',2346,716,1,'
2331,',2346,716,1,'
3673,',2346,716,1,'
3674,',2347,',1,'
338,',2348,',1,'
3182,',2348,',1,'
481,',2349,',1,'
2261,',2350,',1,'
4151,',2350,',1,'
2261,',2351,',1,'
3683,',2351,',1,'
3182,',2352,',1,'
3686,',2352,',1,'
752,',2353,',1,'
2860,',2353,',1,'
752,',2354,',1,'
5057,',2354,',1,'
752,',2355,',1,'
4741,',2355,',1,'
3769,',2356,',1,'
3768,',2357,',1,'
3791,',2358,',1,'
3790,',2359,',1,'
3688,',2360,',1,'
3687,',2361,',1,'
3175,',2362,',1,'
3682,',2362,',1,'
3182,',2363,',1,'
3889,',2363,',1,'
3173,',2364,',1,'
3889,',2364,',1,'
4138,',2364,',1,'
4196,',2364,',1,'
630,',2365,571,1,'
3889,',2365,571,1,'
318,',2366,',1,'
3183,',2367,',1,'
3834,',2367,',1,'
3185,',2368,328,1,'
3836,',2368,328,1,'
3153,',2369,',1,'
3826,',2369,',1,'
4121,',2369,',1,'
3173,',2370,',1,'
4089,',2370,',1,'
4127,',2370,',1,'
2330,',2371,',1,'
3185,',2371,',1,'
3182,',2372,',1,'
3828,',2372,',1,'
4121,',2372,',1,'
3182,',2373,',1,'
3826,',2373,',1,'
4121,',2373,',1,'
3186,',2374,',1,'
3827,',2374,',1,'
4123,',2374,',1,'
3186,',2375,',1,'
3829,',2375,',1,'
4123,',2375,',1,'
2241,',2376,',1,'
4329,',2376,',1,'
3835,',2377,',1,'
3833,',2378,',1,'
630,',2379,',1,'
3837,',2379,',1,'
632,',2380,',1,'
3838,',2380,',1,'
3173,',2381,',1,'
3837,',2381,',1,'
3819,',2382,',1,'
4121,',2382,',1,'
3822,',2383,',1,'
4121,',2383,',1,'
3824,',2384,203,1,'
4123,',2384,203,1,'
3848,',2385,',1,'
3847,',2386,',1,'
3852,',2387,',1,'
3851,',2388,',1,'
3490,',2389,',1,'
3860,',2389,',1,'
3863,',2390,',1,'
3862,',2391,',1,'
3866,',2392,',1,'
3870,',2393,',1,'
3842,',2394,',1,'
4112,',2394,',1,'
3841,',2395,',1,'
630,',2396,324,1,'
3841,',2396,324,1,'
632,',2397,324,1,'
3844,',2397,324,1,'
3842,',2398,',1,'
3182,',2399,',1,'
3873,',2399,',1,'
3878,',2400,',1,'
2361,',2401,',1,'
3878,',2401,',1,'
2331,',2402,',1,'
3882,',2402,',1,'
3881,',2403,',1,'
3875,',2404,',1,'
3153,',2405,',1,'
4089,',2405,',1,'
3886,',2406,',1,'
3591,',2407,',1,'
2385,',2408,',1,'
2398,',2409,',1,'
2419,',2410,',1,'
752,',2411,',1,'
3182,',2411,',1,'
3888,',2411,',1,'
4112,',2411,',1,'
3822,',2412,',1,'
3174,',2413,',1,'
3823,',2413,',1,'
3823,',2414,',1,'
4112,',2414,',1,'
3822,',2415,',1,'
3173,',2416,',1,'
3822,',2416,',1,'
2361,',2417,',1,'
3894,',2417,',1,'
2331,',2418,',1,'
3897,',2418,',1,'
3896,',2419,',1,'
3892,',2420,',1,'
2361,',2421,',1,'
3905,',2421,',1,'
2331,',2422,',1,'
3910,',2422,',1,'
3909,',2423,',1,'
3899,',2424,',1,'
2361,',2425,',1,'
3915,',2425,',1,'
2331,',2426,',1,'
3919,',2426,',1,'
3918,',2427,',1,'
3912,',2428,',1,'
2361,',2429,',1,'
3924,',2429,',1,'
2331,',2430,',1,'
3929,',2430,',1,'
3928,',2431,',1,'
3921,',2432,',1,'
3830,',2433,',1,'
4700,',2434,900,1,'
3182,',2435,',1,'
3931,',2435,',1,'
3932,',2436,',1,'
3933,',2437,',1,'
4203,',2437,',1,'
3182,',2438,',1,'
4738,',2438,',1,'
2475,',2439,',1,'
3182,',2439,',1,'
2476,',2440,',1,'
3183,',2440,',1,'
3182,',2441,',1,'
3989,',2441,',1,'
3183,',2442,',1,'
3990,',2442,',1,'
3183,',2443,',1,'
4366,',2443,',1,'
3183,',2444,',1,'
4739,',2444,',1,'
4328,',2445,',1,'
4558,',2445,',1,'
4328,',2446,',1,'
4563,',2446,',1,'
4328,',2447,',1,'
4561,',2447,',1,'
4340,',2448,',1,'
2214,',2449,',1,'
3179,',2449,',1,'
4142,',2449,',1,'
4202,',2449,',1,'
3179,',2450,',1,'
3936,',2450,',1,'
4142,',2450,',1,'
4202,',2450,',1,'
3182,',2451,872,1,'
3847,',2451,872,1,'
3182,',2452,',1,'
3859,',2452,',1,'
3156,',2453,',1,'
3850,',2453,',1,'
3182,',2454,1705,1,'
3862,',2454,1705,1,'
3173,',2455,',1,'
4881,',2455,',1,'
663,',2456,',1,'
4359,',2456,',1,'
663,',2457,',1,'
4164,',2457,',1,'
663,',2458,1301,1,'
4148,',2458,1301,1,'
3189,',2459,',1,'
3944,',2459,',1,'
4203,',2459,',1,'
3940,',2460,',1,'
4112,',2460,',1,'
3940,',2461,',1,'
3939,',2462,',1,'
3177,',2463,',1,'
3939,',2463,',1,'
3939,',2464,',1,'
4163,',2465,',1,'
3963,',2466,',1,'
4918,',2466,',1,'
4096,',2467,',1,'
4918,',2467,',1,'
4096,',2468,',1,'
4918,',2468,',1,'
4108,',2469,',1,'
4918,',2469,',1,'
4105,',2470,',1,'
4918,',2470,',1,'
4162,',2471,',1,'
4918,',2471,',1,'
3948,',2472,',1,'
4434,',2472,',1,'
4027,',2473,',1,'
4347,',2473,',1,'
4027,',2474,',1,'
4434,',2474,',1,'
3958,',2475,',1,'
4347,',2475,',1,'
3964,',2476,',1,'
3966,',2477,',1,'
3981,',2478,',1,'
3986,',2479,',1,'
339,',2480,897,1,'
237,',2481,',1,'
3182,',2481,',1,'
4121,',2481,',1,'
3990,',2482,',1,'
3991,',2483,',1,'
4666,',2483,',1,'
3991,',2484,',1,'
4672,',2484,',1,'
3182,',2485,',1,'
4004,',2485,',1,'
3183,',2486,',1,'
4005,',2486,',1,'
3185,',2487,',1,'
4006,',2487,',1,'
3991,',2488,',1,'
4393,',2488,',1,'
3991,',2489,',1,'
4896,',2489,',1,'
4005,',2490,',1,'
2922,',2491,',1,'
3188,',2491,',1,'
2924,',2492,',1,'
3188,',2492,',1,'
3009,',2493,',1,'
3173,',2493,',1,'
4023,',2493,',1,'
2920,',2494,',1,'
3188,',2494,',1,'
2924,',2495,',1,'
3188,',2495,',1,'
4024,',2496,234,1,'
4019,',2497,',1,'
4019,',2498,',1,'
4112,',2498,',1,'
4022,',2499,',1,'
4020,',2500,',1,'
4021,',2501,',1,'
3182,',2502,',1,'
4177,',2502,',1,'
4196,',2502,',1,'
3182,',2503,',1,'
4078,',2503,',1,'
4196,',2503,',1,'
233,',2504,',1,'
756,',2504,',1,'
3492,',2504,',1,'
3173,',2505,',1,'
3997,',2505,',1,'
3177,',2506,',1,'
4000,',2506,',1,'
3180,',2507,',1,'
4003,',2507,',1,'
3182,',2508,',1,'
4209,',2508,',1,'
4414,',2508,',1,'
2456,',2509,',1,'
4036,',2509,',1,'
4121,',2509,',1,'
4036,',2510,',1,'
4121,',2510,',1,'
555,',2511,475,1,'
3997,',2511,475,1,'
556,',2512,475,1,'
4000,',2512,475,1,'
2449,',2513,',1,'
4039,',2513,',1,'
3991,',2514,',1,'
4121,',2514,',1,'
3993,',2515,97,1,'
4123,',2515,97,1,'
410,',2516,',1,'
3993,',2517,56,1,'
4123,',2517,56,1,'
3991,',2518,57,1,'
4131,',2518,57,1,'
3993,',2519,57,1,'
4134,',2519,57,1,'
756,',2520,',1,'
2331,',2520,',1,'
4042,',2520,',1,'
2331,',2521,',1,'
3160,',2521,',1,'
4042,',2521,',1,'
4026,',2522,990,1,'
4196,',2522,990,1,'
3173,',2523,',1,'
4026,',2523,',1,'
4138,',2523,',1,'
4196,',2523,',1,'
4031,',2524,',1,'
4030,',2525,',1,'
4030,',2526,',1,'
752,',2527,',1,'
3182,',2527,',1,'
4034,',2527,',1,'
4037,',2528,',1,'
3186,',2529,',1,'
4041,',2529,',1,'
752,',2530,',1,'
3182,',2530,',1,'
4043,',2530,',1,'
3841,',2531,',1,'
4044,',2531,',1,'
414,',2532,',1,'
3495,',2532,',1,'
4044,',2533,',1,'
4112,',2533,',1,'
4044,',2534,',1,'
759,',2535,',1,'
4051,',2535,',1,'
2934,',2536,',1,'
3188,',2536,',1,'
2930,',2537,',1,'
3188,',2537,',1,'
2924,',2538,',1,'
3188,',2538,',1,'
2256,',2539,',1,'
234,',2540,',1,'
3186,',2540,',1,'
2583,',2541,',1,'
2937,',2542,',1,'
3182,',2543,',1,'
4053,',2543,',1,'
4196,',2543,',1,'
752,',2544,',1,'
4054,',2544,',1,'
4054,',2545,',1,'
757,',2546,',1,'
4057,',2546,',1,'
3182,',2547,959,1,'
4056,',2547,959,1,'
757,',2548,',1,'
4059,',2548,',1,'
