Metabolite abbreviation,Kegg ID,Kegg ID_1,EHMN ID
dag_hs[n],[],[],[]
dag_hs[r],[],[],[]
dak2gpe_hs[c],[],[],[]
damp[c],C00360,[],C00360
damp[l],C00360,[],C00360
datp[c],C00131,[],C00131
datp[m],C00131,[],C00131
datp[n],C00131,[],C00131
dc2coa[m],C05275,[],C05275
dc2coa[x],C05275,[],[]
dca[c],[],[],[]
dca[e],[],[],[]
dca[r],[],[],[]
dcacoa[c],C05274,[],C05274
dcacoa[m],C05274,[],C05274
dcacoa[x],C05274,[],C05274
dcamp[c],C03794,[],C03794
dcdp[c],C00705,[],C00705
dcdp[m],C00705,[],C00705
dcdp[n],C00705,[],C00705
dchac[e],C04483,[],[]
dcholcoa[c],C05337,[],C05337
dcholcoa[m],C05337,[],C05337
dcholcoa[r],C05337,[],C05337
dcholcoa[x],C05337,[],C05337
dcmp[c],C00239,[],C00239
dcmp[l],C00239,[],C00239
dcmp[m],C00239,[],C00239
dcmp[n],C00239,[],C00239
dcsptn1[c],[],[],[]
dcsptn1[e],[],[],[]
dcsptn1coa[c],C16173,[],[]
dcsptn1coa[m],C16173,[],[]
dcsptn1coa[x],C16173,[],[]
dcsptn1crn[c],[],[],[]
dcsptn1crn[m],[],[],[]
dctp[c],C00458,[],C00458
dctp[m],C00458,[],C00458
dctp[n],C00458,[],C00458
dcyt[c],C00881,[],C00881
dcyt[e],C00881,[],C00881
dcyt[l],C00881,[],C00881
dcyt[m],C00881,[],C00881
dcyt[n],C00881,[],C00881
dd2coa[c],C03221,[],[]
dd2coa[m],C03221,[],C03221
dd2coa[x],C03221,[],C03221
dd3coa[m],C02944,[],[]
dd3coa[x],C02944,[],[]
dd5ecoa[m],[],[],[]
ddca[c],C02679,[],C02679
ddcaACP[c],C05223,[],C05223
ddcacoa[c],C01832,[],C01832
ddcacoa[m],C01832,[],C01832
ddcacoa[x],C01832,[],C01832
ddeccrn[c],[],[],[]
ddeccrn[e],[],[],[]
ddece1crn[c],[],[],[]
ddece1crn[e],[],[],[]
ddsmsterol[r],C05107,[],[]
debrisoquine[c],C13650,[],[]
debrisoquine[e],C13650,[],[]
dec24dicoa[m],[],[],[]
dec24dicoa[x],[],[],[]
dec47dicoa[m],[],[],[]
dec47dicoa[x],[],[],[]
decdicoa[c],[],[],[]
decdicrn[c],[],[],[]
decdicrn[e],[],[],[]
decdp[c],[],[],[]
decdp[m],[],[],[]
dece3coa[m],[],[],[]
dece3coa[x],[],[],[]
dece4coa[m],[],[],[]
dece4coa[x],[],[],[]
dectricoa[m],[],[],[]
dectricoa[x],[],[],[]
dedol_L[c],[],[],[]
dedol_U[c],[],[],[]
dedoldp_L[c],C05859,[],C05859
dedoldp_U[c],C05859,[],[]
dedolp_L[c],[],[],[]
dedolp_U[c],[],[],[]
dem2emgacpail_prot_hs[r],[],[],[]
dgchol[c],C05466,[],[]
dgchol[e],C05466,[],[]
dgchol[x],C05466,[],[]
dgcholcoa[x],C05461,[],C05461
dgdp[c],C00361,[],C00361
dgdp[m],C00361,[],C00361
dgdp[n],C00361,[],C00361
dgmp[c],C00362,[],C00362
dgmp[e],C00362,[],C00362
dgmp[l],C00362,[],C00362
dgmp[m],C00362,[],C00362
dgpi_prot_hs[r],[],[],[]
dgsn[c],C00330,[],C00330
dgsn[e],C00330,[],C00330
dgsn[l],C00330,[],C00330
dgsn[m],C00330,[],C00330
dgtp[c],C00286,[],C00286
dgtp[e],C00286,[],C00286
dgtp[m],C00286,[],C00286
dgtp[n],C00286,[],C00286
dha[c],C00184,D07841,C00184
dha[e],C00184,D07841,C00184
dhap[c],C00111,C06199,C00111
dhap[e],C00111,C06199,C00111
dhap[m],C00111,[],[]
dhap[x],C00111,C06199,C00111
dhbpt[c],C02953,C00268,C00268
dhcholestanate[c],C04554,[],C04554
dhcholestanate[m],C04554,[],C04554
dhcholestanate[r],C04554,[],C04554
dhcholestanate[x],C04554,[],C04554
dhcholestancoa[c],C04644,[],C04644
dhcholestancoa[m],C04644,[],C04644
dhcholestancoa[r],C04644,[],C04644
dhcholestancoa[x],C04644,[],C04644
dhcholoylcoa[c],C05447,[],[]
dhcholoylcoa[m],C05447,[],[]
dhcholoylcoa[r],C05447,[],[]
dhcholoylcoa[x],C05447,[],[]
dhcrm_hs[c],C12126,[],C12126
dhdascb[c],C00425,[],C00425
dhdascb[e],C00425,[],C00425
dhea[c],C01227,[],C01227
dhea[m],C01227,[],C01227
dhea[r],C01227,[],C01227
dheas[c],C04555,[],C04555
dheas[e],C04555,[],C04555
dheas[r],C04555,[],C04555
dhf[c],C00415,[],C00415
dhf[e],C00415,[],C00415
dhf[l],C00415,[],C00415
dhf[m],C00415,[],C00415
dhlam[m],C00579,[],C00579
dhlpro[m],C02972,[],C02972
dhor_S[c],C00337,[],[]
didp[c],C01344,[],C01344
didp[m],C01344,[],C01344
didp[n],C01344,[],C01344
digalsgalside_hs[c],C06127,[],C06127
digalsgalside_hs[e],C06127,[],C06127
digalsgalside_hs[g],C06127,[],C06127
digalside_hs[c],C06126,[],C06126
digalside_hs[g],C06126,[],C06126
digalside_hs[l],C06126,[],C06126
dimp[c],C06196,[],C06196
din[c],C05512,C01344,C05512
din[e],C05512,C01344,C05512
ditp[c],C01345,[],C01345
ditp[m],C01345,[],C01345
ditp[n],C01345,[],C01345
dkmpp[c],C15650,[],[]
dlnlcg[c],C03242,[],[]
dlnlcg[e],C03242,[],[]
dlnlcgcoa[c],C03595,[],[]
dlnlcgcoa[m],C03595,[],[]
dlnlcgcoa[r],C03595,[],[]
dlnlcgcrn[c],[],[],[]
dlnlcgcrn[m],[],[],[]
dmantipyrine[c],C13008,[],[]
dmantipyrine[e],C13008,[],[]
dmgly[c],C01026,[],C01026
dmgly[m],C01026,[],C01026
dmhepcoa[m],[],[],[]
dmhptcoa[c],[],[],[]
dmhptcoa[m],[],[],[]
dmhptcrn[c],[],[],[]
dmhptcrn[e],[],[],[]
dmhptcrn[m],[],[],[]
dmnoncoa[c],[],[],[]
dmnoncoa[m],[],[],[]
dmnoncoa[x],[],[],[]
dmnoncrn[c],[],[],[]
dmnoncrn[m],[],[],[]
dmnoncrn[x],[],[],[]
dmpp[c],C00235,[],C00235
dmpp[x],C00235,[],C00235
dna[n],C00039,[],C00039
dna5mtc[n],C02967,[],C02967
dnad[c],C00857,[],C00857
dnad[m],C00857,[],C00857
dnad[n],C00857,[],C00857
doco13ac[e],C08316,[],[]
doco13ecoa[c],C16531,[],[]
doco13ecoa[x],C16531,[],[]
docohepcoa[m],[],[],[]
docohexcoa[m],[],[],[]
docohexcoa[x],[],[],[]
docosac[c],C08281,C08281 ,[]
docosac[e],C08281,C08281 ,[]
docosac[r],C08281,C08281 ,[]
docosahexcoa[m],[],[],[]
docoscoa[c],[],[],[]
docoscoa[x],[],[],[]
docosdiac[c],C19625,[],[]
docosdiac[e],C19625,[],[]
docosdiac[r],C19625,[],[]
dodecanac[c],C02678,[],[]
dodecanac[x],C02678,[],[]
doldp_L[r],[],[],[]
doldp_U[r],[],[],[]
dolglcp_L[c],C01246,[],[]
dolglcp_L[r],C01246,[],[]
dolglcp_U[c],C01246,[],[]
dolglcp_U[r],C01246,[],[]
dolichol_L[c],[],[],[]
dolichol_L[r],[],[],[]
dolichol_U[c],[],[],[]
dolichol_U[r],[],[],[]
dolmanp_L[c],[],[],[]
dolmanp_L[r],[],[],[]
dolmanp_U[c],[],[],[]
dolmanp_U[r],[],[],[]
dolp_L[c],C00110,[],C00110
dolp_L[r],C00110,[],C00110
dolp_U[c],C00110,[],C00110
dolp_U[r],C00110,[],C00110
dopa[c],C03758,D07870,C03758
dopa[e],C03758,D07870,C03758
dopa[l],C03758,D07870,C03758
dopa[x],C03758,D07870,C03758
dopaqn[c],C00822,[],C00822
dopaqn[x],C00822,[],C00822
dopasf[c],C13690,[],C13690
dopasf[e],C13690,[],C13690
dpcoa[c],C00882,[],C00882
dpcoa[e],C00882,[],[]
dpcoa[l],C00882,[],C00882
dpcoa[m],C00882,[],C00882
drib[c],C01801,[],C01801
drib[e],C01801,[],C01801
dsmsterol[c],C01802,[],C01802
dsmsterol[n],C01802,[],C01802
dsmsterol[r],C01802,[],C01802
dsT_antigen[g],[],[],[]
dtdp[c],C00363,[],C00363
dtdp[e],C00363,[],C00363
dtdp[m],C00363,[],C00363
dtdp[n],C00363,[],C00363
dtdp4d6dg[c],C11907,C06199,C11907
dtdp4d6dm[c],C11907,[],[]
dtdpglu[c],C00842,[],C00842
dtdprmn[c],C03319,[],[]
dtmp[c],C00364,[],C00364
dtmp[e],C00364,[],C00364
dtmp[l],C00364,[],C00364
dtmp[m],C00364,[],C00364
dtmp[n],C00364,[],C00364
dtt[c],C00265,[],[]
dttOX[c],C01119,[],[]
dttp[c],C00459,[],C00459
dttp[e],C00459,[],C00459
dttp[m],C00459,[],C00459
dttp[n],C00459,[],C00459
dudp[c],C01346,[],C01346
dudp[m],C01346,[],C01346
dudp[n],C01346,[],C01346
dump[c],C00365,C00186,C00365
dump[m],C00365,C00186,C00365
dump[n],C00365,C00186,C00365
duri[c],C00526,[],C00526
duri[e],C00526,[],C00526
duri[m],C00526,[],C00526
duri[n],C00526,[],C00526
dutp[c],C00460,[],C00460
dutp[m],C00460,[],C00460
dutp[n],C00460,[],C00460
dxtrn[c],[],[],[]
e4hglu[c],C05947,[],C05947
e4hglu[m],C05947,[],C05947
e4p[c],C00279,[],C00279
eaflatoxin[c],C19586,[],[]
eaflatoxin[e],C19586,[],[]
eandrstrn[r],C05139,[],C05139
ebastine[c],C15025,[],[]
ebastine[e],C15025,[],[]
ebastine[r],C15025,[],[]
ebastineoh[c],[],[],[]
ebastineoh[e],[],[],[]
ebastineoh[r],[],[],[]
ecgon[r],C10858,[],[]
egme[r],C12448,[],C12448
ei11ecoa[x],C16530,[],[]
eicostet[c],[],[],[]
eicostet[e],[],[],[]
eicostetcoa[c],C16164,[],[]
eicostetcoa[m],C16164,[],[]
eicostetcrn[c],[],[],[]
eicostetcrn[m],[],[],[]
eipencoa[x],[],[],[]
eitetcoa[m],[],[],[]
eitetcoa[x],[],[],[]
elaid[c],C00712,D02315,[]
elaid[e],C00712,D02315,[]
elaidcrn[c],[],[],[]
elaidcrn[m],[],[],[]
em2emgacpail_hs[r],[],[],[]
em2emgacpail_prot_hs[r],[],[],[]
em3gacpail_hs[r],[],[],[]
emem2gacpail_hs[r],[],[],[]
emgacpail_hs[r],[],[],[]
eryth[c],C02045,[],[]
estradiol[c],C00951,D00105,C00951
estradiol[e],C00951,D00105,C00951
estradiol[r],C00951,D00105,C00951
estradiolglc[c],C05503,[],[]
estradiolglc[e],C05503,[],[]
estradiolglc[r],C05503,[],[]
estriol[c],C05141,D00185,C05141
estriol[r],C05141,D00185,C05141
estriolglc[c],C05504,[],C05504
estriolglc[e],C05504,[],C05504
estriolglc[r],C05504,[],C05504
estrone[c],C00468,D00067,C00468
estrone[l],C00468,D00067,C00468
estrone[r],C00468,D00067,C00468
estroneglc[c],C11133,[],[]
estroneglc[e],C11133,[],[]
estroneglc[r],C11133,[],[]
estrones[c],C02538,[],C02538
estrones[e],C02538,[],C02538
estrones[r],C02538,[],C02538
etfox[m],[],[],[]
etfrd[m],[],[],[]
etha[c],C00189,D05074,C00189
ethamp[c],C00346,[],C00346
ethamp[r],C00346,[],C00346
etoh[c],C00469,D00068,C00469
etoh[e],C00469,D00068,C00469
etoh[x],C00469,D00068,C00469
f1a[g],[],[],[]
f1a[l],[],[],[]
f1p[c],C01094,[],C01094
f26bp[c],C00665,[],C00665
f5hoxkyn[c],C05647,C05643,C05647
f6p[c],C00085,[],C00085
fad[c],C00016,D00005,C00016
fad[e],C00016,D00005,C00016
fad[m],C00016,D00005,C00016
fad[r],C00016,D00005,C00016
fad[x],C00016,D00005,C00016
fadh2[c],C01352,[],C01352
fadh2[m],C01352,[],C01352
fadh2[r],C01352,[],C01352
fadh2[x],C01352,[],C01352
fald[c],C00067,D01494;D00017,C00067
fald[e],C00067,D01494;D00017,C00067
fald[l],C00067,D01494;D00017,C00067
fald[m],C00067,D01494;D00017,C00067
fald[r],C00067,D01494;D00017,C00067
fald[x],C00067,D01494;D00017,C00067
fdp[c],C00354,[],C00354
fe2[c],C14818,C00023,C00023
fe2[e],C14818,C00023,C00023
fe2[m],C14818,C00023,C00023
fe3[c],C14819,C00023,[]
fe3[e],C14819,C00023,[]
fgam[c],C04376,[],C04376
ficytC[m],[],[],[]
fmn[c],C00061,[],C00061
fmn[e],C00061,[],[]
fn2m2masn[g],[],[],[]
fna5moxam[c],C05642,[],C05642
focytC[m],[],[],[]
fol[c],C00504,D00070,[]
fol[e],C00504,D00070,[]
fol[m],C00504,D00070,C00504
for[c],C00058,[],C00058
for[e],C00058,[],C00058
for[m],C00058,[],C00058
for[n],C00058,[],C00058
for[r],C00058,[],C00058
forglu[c],C00439,[],C00439
formcoa[c],C00798,[],C00798
formcoa[x],C00798,[],C00798
fpram[c],C04640,[],C04640
fprica[c],C04734,[],C04734
frdp[c],C00448,[],C00448
frdp[r],C00448,[],C00448
frdp[x],C00448,[],C00448
fru[c],C02336,C00095,C00095
fru[e],C02336,C00095,C00095
fuc_L[c],C01019,[],[]
fuc_L[e],C01019,[],[]
fuc_L[l],C01019,[],[]
fuc12gal14acglcgalgluside_hs[g],[],[],[]
fuc132galacglcgal14acglcgalgluside_hs[g],[],[],[]
fuc13galacglcgal14acglcgalgluside_hs[c],[],[],[]
fuc13galacglcgal14acglcgalgluside_hs[e],[],[],[]
fuc13galacglcgal14acglcgalgluside_hs[g],[],[],[]
fuc14galacglcgalgluside_hs[c],[],[],[]
fuc14galacglcgalgluside_hs[e],[],[],[]
fuc14galacglcgalgluside_hs[g],[],[],[]
fuc1p_L[c],C02985,[],[]
fucacgalfucgalacglcgalgluside_hs[c],[],[],[]
fucacgalfucgalacglcgalgluside_hs[e],[],[],[]
fucacgalfucgalacglcgalgluside_hs[g],[],[],[]
fucacngal14acglcgalgluside_hs[c],[],[],[]
fucacngal14acglcgalgluside_hs[e],[],[],[]
fucacngal14acglcgalgluside_hs[g],[],[],[]
fucacngalacglcgalgluside_hs[c],[],[],[]
fucacngalacglcgalgluside_hs[e],[],[],[]
fucacngalacglcgalgluside_hs[g],[],[],[]
fucfuc12gal14acglcgalgluside_hs[c],[],[],[]
fucfuc12gal14acglcgalgluside_hs[e],[],[],[]
fucfuc12gal14acglcgalgluside_hs[g],[],[],[]
fucfuc132galacglcgal14acglcgalgluside_hs[c],[],[],[]
fucfuc132galacglcgal14acglcgalgluside_hs[e],[],[],[]
fucfuc132galacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c],[],[],[]
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],[],[],[]
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucfucgalacglcgal14acglcgalgluside_hs[c],[],[],[]
fucfucfucgalacglcgal14acglcgalgluside_hs[e],[],[],[]
fucfucfucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g],[],[],[]
fucfucgalacglcgalgluside_hs[c],[],[],[]
fucfucgalacglcgalgluside_hs[e],[],[],[]
fucfucgalacglcgalgluside_hs[g],[],[],[]
fucgal14acglcgalgluside_hs[c],[],[],[]
fucgal14acglcgalgluside_hs[e],[],[],[]
fucgal14acglcgalgluside_hs[g],[],[],[]
fucgalacgalfuc12gal14acglcgalgluside_hs[g],[],[],[]
fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
fucgalacglc13galacglcgal14acglcgalgluside_hs[g],[],[],[]
fucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
fucgalacglcgalgluside_hs[g],[],[],[]
fucgalfucgalacglcgalgluside_hs[c],[],[],[]
fucgalfucgalacglcgalgluside_hs[e],[],[],[]
fucgalfucgalacglcgalgluside_hs[g],[],[],[]
fucgalgbside_hs[c],[],[],[]
fucgalgbside_hs[e],[],[],[]
fucgalgbside_hs[g],[],[],[]
fum[c],C00122,D02308,C00122
fum[m],C00122,D02308,C00122
g1m6masnB1[g],[],[],[]
g1m6masnB1[r],[],[],[]
g1m7masnB[g],[],[],[]
g1m7masnB[r],[],[],[]
g1m7masnC[g],[],[],[]
g1m7masnC[r],[],[],[]
g1m8masn[g],C05875,[],[]
g1m8masn[r],C05875,[],[]
g1m8mpdol_L[r],C05870,[],[]
g1m8mpdol_U[r],[],[],[]
g1p[c],C00103,[],C00103
g1p[e],C00103,[],C00103
g2m8masn[g],C05874,[],[]
g2m8masn[r],C05874,[],[]
g2m8mpdol_L[r],[],[],[]
g2m8mpdol_U[r],[],[],[]
g3m8masn[g],C05873,[],[]
g3m8masn[r],C05873,[],[]
g3m8mpdol_L[r],[],[],[]
g3m8mpdol_U[r],[],[],[]
g3p[c],C00661,[],[]
g3pc[c],C00670,[],C00670
g6p[c],C00092,C02965,C00092
g6p[r],C00092,C02965,C00092
ga1_hs[g],[],[],[]
ga2_hs[g],[],[],[]
gacpail_hs[c],[],[],[]
gacpail_hs[r],[],[],[]
gal[c],C00984,D04291;C00124,[]
gal[e],C00984,D04291;C00124,[]
gal[l],C00984,D04291;C00124,C00124
gal14acglcgalgluside_hs[g],[],[],[]
gal1p[c],C00446,[],C00446
galacgalfuc12gal14acglcgalgluside_hs[g],[],[],[]
galacgalfucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
galacglc13galacglcgal14acglcgalgluside_hs[g],[],[],[]
galacglcgal14acglcgalgluside_hs[g],[],[],[]
galacglcgalacglcgal14acglcgalgluside_hs[g],[],[],[]
galacglcgalgbside_hs[c],[],[],[]
galacglcgalgbside_hs[e],[],[],[]
galacglcgalgbside_hs[g],[],[],[]
galacglcgalgluside_hs[g],[],[],[]
galfuc12gal14acglcgalgluside_hs[c],[],[],[]
galfuc12gal14acglcgalgluside_hs[e],[],[],[]
galfuc12gal14acglcgalgluside_hs[g],[],[],[]
galfucgalacglcgal14acglcgalgluside_hs[c],[],[],[]
galfucgalacglcgal14acglcgalgluside_hs[e],[],[],[]
galfucgalacglcgal14acglcgalgluside_hs[g],[],[],[]
galfucgalacglcgalgluside_hs[g],[],[],[]
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c],[],[],[]
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e],[],[],[]
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g],[],[],[]
galgalgalthcrm_hs[c],[],[],[]
galgalgalthcrm_hs[e],[],[],[]
galgalgalthcrm_hs[g],[],[],[]
galgalthcrm_hs[g],[],[],[]
galgbside_hs[g],[],[],[]
galgluside_hs[c],[],[],[]
galgluside_hs[g],[],[],[]
galgluside_hs[l],[],[],[]
galside_hs[c],C02686,[],C02686
galside_hs[e],C02686,[],C02686
galside_hs[g],C02686,[],C02686
galside_hs[l],C02686,[],C02686
galside_hs[n],C02686,[],C02686
galside_hs[r],C02686,[],C02686
galt[c],C01697,C00392,C01697
galthcrm_hs[g],[],[],[]
gam[c],C00329,C08349,C00329
gam[e],C00329,C08349,C00329
gam6p[c],C00352,C05500,C00352
gar[c],C03838,[],C03838
gbside_hs[c],[],[],[]
gbside_hs[e],[],[],[]
gbside_hs[g],[],[],[]
gbside_hs[l],[],[],[]
gcald[c],C00266,[],C00266
gcald[m],C00266,[],C00266
gchola[c],C01921,[],C01921
gchola[e],C01921,[],[]
gchola[x],C01921,[],C01921
gd1a_hs[g],[],[],[]
gd1b_hs[g],[],[],[]
gd1b2_hs[c],[],[],[]
gd1b2_hs[e],[],[],[]
gd1b2_hs[g],[],[],[]
gd1c_hs[c],[],[],[]
gd1c_hs[e],[],[],[]
gd1c_hs[g],[],[],[]
gd2_hs[g],[],[],[]
gd3_hs[c],[],[],[]
gd3_hs[g],[],[],[]
gdp[c],C00035,[],C00035
gdp[e],C00035,[],C00035
gdp[g],C00035,[],C00035
gdp[m],C00035,[],C00035
gdp[n],C00035,[],C00035
gdpddman[c],C01222,[],C01222
gdpfuc[c],C00325,C05294,C00325
gdpfuc[g],C00325,C05294,C00325
gdpmann[c],C00096,[],C00096
ggdp[c],C00353,[],C00353
ggn[c],[],[],[]
glac[c],C02670,[],[]
glac[m],C02670,[],[]
glac[r],C02670,[],[]
glc_D[c],C00031,D00009;C00221,[]
glc_D[e],C00031,D00009;C00221,[]
glc_D[g],C00031,D00009;C00221,[]
glc_D[l],C00031,D00009;C00221,[]
glc_D[r],C00031,D00009;C00221,[]
glc1man[g],C04147,[],[]
glc2man[g],[],[],[]
glc3man[g],[],[],[]
glcn[c],C00257,[],C00257
glcr[c],C00818,[],C00818
glcr[m],C00818,[],C00818
glcur[c],C00191,[],C00191
glcur[e],C00191,[],C00191
glcur[l],C00191,[],C00191
glcur[r],C00191,[],C00191
glcur1p[c],C05385,[],[]
glgchlo[e],[],[],[]
gln_L[c],C00064,D00015;C00303,[]
gln_L[e],C00064,D00015;C00303,[]
gln_L[l],C00064,D00015;C00303,[]
gln_L[m],C00064,D00015;C00303,[]
gltcho[e],[],[],[]
gltdechol[e],[],[],[]
glu_L[c],C00025,D00007,C00025
glu_L[e],C00025,D00007,C00025
glu_L[l],C00025,D00007,C00025
glu_L[m],C00025,D00007,C00025
glu_L[r],C00025,D00007,C00025
glu5p[m],C03287,C05294,C03287
glu5sa[c],C01165,[],C01165
glu5sa[m],C01165,[],C01165
gluala[e],C03740,C03738,C03740
glucys[c],C00669,[],C00669
gluside_hs[c],C01190,[],C01190
gluside_hs[g],C01190,[],C01190
gluside_hs[l],C01190,[],C01190
gluside_hs[r],C01190,[],C01190
glutcoa[c],C00527,[],[]
glutcoa[m],C00527,[],C00527
glx[c],C00048,[],C00048
glx[m],C00048,[],C00048
glx[x],C00048,[],C00048
gly[c],C00037,D00011,[]
gly[e],C00037,D00011,[]
gly[l],C00037,D00011,C00037
gly[m],C00037,D00011,C00037
gly[x],C00037,D00011,C00037
glyald[c],C02154,C00577,C00577
glyald[m],C02154,C00577,C00577
glyb[c],C00719,D07523,C00719
glyb[e],C00719,D07523,C00719
glyb[m],C00719,D07523,C00719
glyc[c],C00116,D00028;D05073,C00116
glyc[e],C00116,D00028;D05073,C00116
glyc[m],C00116,D00028;D05073,C00116
glyc_R[c],C00258,C05527,[]
glyc_R[m],C00258,C05527,[]
glyc_S[c],[],[],[]
glyc_S[e],[],[],[]
glyc3p[c],C00093,[],C00093
glyc3p[m],C00093,[],C00093
glyc3p[x],C00093,[],C00093
glyclt[c],C00160,C03547,C00160
glyclt[m],C00160,C03547,C00160
glyclt[x],C00160,C03547,C00160
glygly[c],C02037,[],[]
glygly[e],C02037,[],[]
glygn1[c],[],[],[]
glygn2[c],[],[],[]
glygn2[e],[],[],[]
glygn3[c],[],[],[]
glygn4[e],[],[],[]
glygn5[e],[],[],[]
glyleu[c],C02155,[],[]
glyleu[e],C02155,[],[]
glyphe[c],[],[],[]
glyphe[e],[],[],[]
glypro[c],[],[],[]
glypro[e],[],[],[]
glysar[c],[],[],[]
glysar[e],[],[],[]
gm1_hs[g],[],[],[]
gm1a_hs[g],[],[],[]
gm1b_hs[g],[],[],[]
gm2_hs[g],[],[],[]
gm2a_hs[g],[],[],[]
gm3_hs[g],C04730,[],C04730
gmp[c],C00144,[],C00144
gmp[e],C00144,[],C00144
gmp[g],C00144,[],C00144
gmp[l],C00144,[],C00144
gmp[m],C00144,[],C00144
gmp[n],C00144,[],C00144
gncore1[g],[],[],[]
gncore2[g],[],[],[]
gp1c_hs[c],[],[],[]
gp1c_hs[e],[],[],[]
gp1c_hs[g],[],[],[]
gp1calpha_hs[c],[],[],[]
gp1calpha_hs[e],[],[],[]
gp1calpha_hs[g],[],[],[]
gpail_hs[c],C04248,[],C04248
gpi_hs[r],[],[],[]
gpi_prot_hs[r],[],[],[]
gpi_sig[r],[],[],[]
gq1b_hs[c],[],[],[]
gq1b_hs[e],[],[],[]
gq1b_hs[g],[],[],[]
gq1balpha_hs[c],[],[],[]
gq1balpha_hs[e],[],[],[]
gq1balpha_hs[g],[],[],[]
gq1c_hs[g],[],[],[]
grdp[c],C00341,C00353;C05847,C00341
grdp[x],C00341,C00353;C05847,C00341
gsn[c],C00387,[],C00387
gsn[e],C00387,[],C00387
gsn[l],C00387,[],C00387
gsn[m],C00387,[],C00387
gt1a_hs[c],[],[],[]
gt1a_hs[e],[],[],[]
gt1a_hs[g],[],[],[]
gt1alpha_hs[g],[],[],[]
gt1b_hs[g],[],[],[]
gt1c_hs[g],[],[],[]
gt2_hs[g],[],[],[]
gt3_hs[c],[],[],[]
gt3_hs[g],[],[],[]
gthox[c],C00127,[],C00127
gthox[e],C00127,[],C00127
gthox[m],C00127,[],C00127
gthrd[c],C00051,C02471;D00014,C00051
gthrd[e],C00051,C02471;D00014,C00051
gthrd[m],C00051,C02471;D00014,C00051
gthrd[r],C00051,C02471;D00014,C00051
gthrd[x],C00051,C02471;D00014,C00051
gtp[c],C00044,C07266,C00044
gtp[e],C00044,C07266,C00044
gtp[m],C00044,C07266,C00044
gtp[n],C00044,C07266,C00044
gua[c],C00242,[],C00242
gua[e],C00242,[],C00242
gudac[c],C00581,[],C00581
gullac[c],C01040,[],[]
gullac[r],C01040,[],[]
guln[c],C00800,[],C00800
guln[r],C00800,[],C00800
gum[e],[],[],[]
gumdchac[e],[],[],[]
gumgchol[e],[],[],[]
gumtchol[e],[],[],[]
h[c],C00282,[],[]
h[e],C00282,[],[]
h[g],C00282,[],C00080
h[l],C00282,[],[]
h[m],C00282,[],C00080
h[n],C00282,[],C00080
h[r],C00282,[],C00080
h[x],C00282,[],C00080
h2[c],C00282,C05923,C00282
h2o[c],C00001,[],C00001
h2o[e],C00001,[],C00001
h2o[g],C00001,[],C00001
h2o[l],C00001,[],C00001
h2o[m],C00001,[],C00001
h2o[n],C00001,[],C00001
h2o[r],C00001,[],C00001
h2o[x],C00001,[],C00001
h2o2[c],C00027,[],C00027
h2o2[e],C00027,[],C00027
h2o2[l],C00027,[],C00027
h2o2[m],C00027,[],C00027
h2o2[n],C00027,[],C00027
h2o2[r],C00027,[],C00027
h2o2[x],C00027,[],C00027
ha[e],C00518,[],C00518
ha[l],C00518,[],C00518
ha_deg1[l],[],[],[]
ha_pre1[e],C04794,[],[]
ha_pre1[l],C04794,[],[]
HC00001[c],[],[],[]
HC00001[e],[],[],[]
HC00001[l],[],[],[]
HC00002[c],[],[],[]
HC00002[e],[],[],[]
HC00002[l],[],[],[]
HC00003[c],[],[],[]
HC00003[e],[],[],[]
HC00003[l],[],[],[]
HC00004[c],[],[],[]
HC00004[e],[],[],[]
HC00004[l],[],[],[]
HC00004[r],[],[],[]
HC00005[c],[],[],[]
HC00005[l],[],[],[]
HC00005[r],[],[],[]
HC00006[c],[],[],[]
HC00006[r],[],[],[]
HC00007[c],[],[],[]
HC00007[r],[],[],[]
HC00008[c],[],[],[]
HC00008[r],[],[],[]
HC00009[c],[],[],[]
HC00009[l],[],[],[]
HC00009[r],[],[],[]
HC00229[e],C00252,[],C00252
HC00250[c],C00283,[],C00283
HC00250[e],C00283,[],C00283
HC00319[c],C00383,C04025;C02028,[]
HC00319[m],C00383,C04025;C02028,[]
HC00342[c],C00417,[],C00417
HC00342[m],C00417,[],C00417
HC00361[c],C00447,[],C00447
HC00460[c],C00628,[],C00628
HC00576[c],C00884,[],[]
HC00591[c],C00940,[],C00940
HC00591[m],C00940,[],C00940
HC00617[c],C00996,[],C00996
HC00619[c],C00999,[],C00999
HC00664[c],C01097,[],C01097
