rid,Metabolite abbreviation,EHMN ID
3808,kynate[m],C01717
3809,L_dpchrm[c],C01693
3810,L_dpchrm[x],C01693
3811,L2aadp[c],C00956
3812,L2aadp[m],C00956
3813,L2aadp6sa[c],C04076
3814,L2aadp6sa[m],C04076
3815,l2fn2m2masn[g],[]
3816,l2n2m2mn[c],[]
3817,l2n2m2mn[l],[]
3818,l2xser[g],C04825
3819,lac_D[c],C00256
3820,lac_D[e],C00256
3821,lac_D[m],C00256
3822,lac_L[c],C00186
3823,lac_L[e],C00186
3824,lac_L[m],C00186
3825,lac_L[x],C00186
3826,lald_D[c],C00937
3827,lald_D[m],C00937
3828,lald_L[c],C00424
3829,lald_L[m],C00424
3830,lanost[c],C01724
3831,lanost[r],C01724
3832,lanost[x],C01724
3833,lcts[c],C00243
3834,lcts[e],C00243
3835,lcts[g],C00243
3836,lcts[l],C00243
3837,Lcyst[c],C00506
3838,Lcyst[m],C00506
3839,Lcystin[c],C00491
3840,Lcystin[e],C00491
3841,leu_L[c],C00123
3842,leu_L[e],C00123
3843,leu_L[l],C00123
3844,leu_L[m],C00123
3845,leugly[c],[]
3846,leugly[e],[]
3847,leuktrA4[c],C00909
3848,leuktrA4[e],C00909
3849,leuktrA4[n],C00909
3850,leuktrA4[r],C00909
3851,leuktrB4[c],C02165
3852,leuktrB4[e],C02165
3853,leuktrB4[m],C02165
3854,leuktrB4[n],C02165
3855,leuktrB4[r],C02165
3856,leuktrB4[x],C02165
3857,leuktrB4wcooh[r],C05950
3858,leuktrB4woh[r],C04853
3859,leuktrC4[c],C02166
3860,leuktrC4[e],C02166
3861,leuktrC4[r],C02166
3862,leuktrD4[c],C05951
3863,leuktrD4[e],C05951
3864,leuktrD4[r],C05951
3865,leuktrE4[c],C05952
3866,leuktrE4[e],C05952
3867,leuktrE4[n],C05952
3868,leuktrE4[x],C05952
3869,leuktrF4[c],C06462
3870,leuktrF4[e],C06462
3871,leuleu[c],C11332
3872,leuleu[e],C11332
3873,Lfmkynr[c],C02700
3874,lgnc[c],CE2547
3875,lgnc[e],CE2547
3876,lgnc[m],CE2547
3877,lgnc[x],CE2547
3878,lgnccoa[c],C16529
3879,lgnccoa[m],C16529
3880,lgnccoa[x],C16529
3881,lgnccrn[c],[]
3882,lgnccrn[m],[]
3883,lgt_S[c],C03451
3884,lgt_S[m],C03451
3885,limnen[c],C00521
3886,limnen[e],C00521
3887,lipoate[c],C00725
3888,lipoate[e],C00725
3889,Lkynr[c],C00328
3890,Lkynr[m],C00328
3891,lneldc[c],[]
3892,lneldc[e],[]
3893,lneldcACP[c],[]
3894,lneldccoa[c],[]
3895,lneldccoa[m],[]
3896,lneldccrn[c],[]
3897,lneldccrn[m],[]
3898,lnlc[c],C01595
3899,lnlc[e],C01595
3900,lnlc[l],C01595
3901,lnlc[m],C01595
3902,lnlc[r],C01595
3903,lnlc[x],C01595
3904,lnlcACP[c],C16160
3905,lnlccoa[c],C02050
3906,lnlccoa[m],C02050
3907,lnlccoa[r],C02050
3908,lnlccoa[x],C02050
3909,lnlccrn[c],[]
3910,lnlccrn[m],[]
3911,lnlnca[c],C06427
3912,lnlnca[e],C06427
3913,lnlnca[l],C06427
3914,lnlnca[r],C06427
3915,lnlncacoa[c],CE4809
3916,lnlncacoa[m],CE4809
3917,lnlncacoa[r],CE4809
3918,lnlncacrn[c],[]
3919,lnlncacrn[m],[]
3920,lnlncg[c],C06426
3921,lnlncg[e],C06426
3922,lnlncg[l],C06426
3923,lnlncg[r],C06426
3924,lnlncgcoa[c],C03035
3925,lnlncgcoa[m],C03035
3926,lnlncgcoa[r],C03035
3927,lnlncgcoa[x],C03035
3928,lnlncgcrn[c],[]
3929,lnlncgcrn[m],[]
3930,lpam[m],C00248
3931,lpchol_hs[c],[]
3932,lpchol_hs[e],[]
3933,Lpipecol[x],C00408
3934,lpro[m],C02051
3935,lthstrl[c],C01189
3936,lthstrl[r],C01189
3937,lum3[c],[]
3938,lxser[g],C01287
3939,lys_L[c],C00047
3940,lys_L[e],C00047
3941,lys_L[l],C00047
3942,lys_L[m],C00047
3943,lys_L[n],C00047
3944,lys_L[x],C00047
3945,lyxnt[c],C05412
3946,m(em)3gacpail_hs[r],[]
3947,m_em_3gacpail[r],[]
3948,m_em_3gacpail_hs[r],[]
3949,m_em_3gacpail_prot_hs[r],[]
3950,m1mpdol_L[c],[]
3951,m1mpdol_U[c],[]
3952,m2emgacpail_hs[r],[]
3953,m2gacpail_hs[r],[]
3954,m2mn[c],[]
3955,m2mn[l],[]
3956,m2mpdol_L[c],[]
3957,m2mpdol_U[c],[]
3958,m3emgacpail_hs[r],[]
3959,m3gacpail_hs[r],[]
3960,m3gacpail_prot_hs[r],[]
3961,m3mpdol_L[c],[]
3962,m3mpdol_U[c],[]
3963,m4masn[g],C05881
3964,m4mpdol_L[c],[]
3965,m4mpdol_L[r],[]
3966,m4mpdol_U[c],[]
3967,m4mpdol_U[r],[]
3968,m5masnB1[g],[]
3969,m5masnB2[g],[]
3970,m5masnC[g],[]
3971,m5mpdol_L[r],[]
3972,m5mpdol_U[r],[]
3973,m6masnA[g],[]
3974,m6masnB1[g],[]
3975,m6masnB2[g],[]
3976,m6masnC[g],[]
3977,m6mpdol_L[r],[]
3978,m6mpdol_U[r],[]
3979,m7masnA[g],[]
3980,m7masnB[g],[]
3981,m7masnB[r],[]
3982,m7masnC[g],[]
3983,m7mpdol_L[r],[]
3984,m7mpdol_U[r],[]
3985,m8masn[g],C05876
3986,m8masn[r],C05876
3987,m8mpdol_L[r],C05868
3988,m8mpdol_U[r],C05688
3989,mag_hs[c],[]
3990,mag_hs[e],[]
3991,mal_L[c],C00149
3992,mal_L[e],C00149
3993,mal_L[m],C00149
3994,mal_L[x],C00149
3995,malACP[c],C01209
3996,malACP[m],C01209
3997,malcoa[c],C00083
3998,malcoa[e],C00083
3999,malcoa[l],C00083
4000,malcoa[m],C00083
4001,malcoa[n],C00083
4002,malcoa[r],C00083
4003,malcoa[x],C00083
4004,malt[c],C00208
4005,malt[e],C00208
4006,malt[l],C00208
4007,malthp[c],CE2837
4008,malthp[e],CE2837
4009,malthx[c],C01936
4010,malthx[e],C01936
4011,maltpt[c],CE2835
4012,maltpt[e],CE2835
4013,malttr[c],C01835
4014,malttr[e],C01835
4015,malttr[l],C01835
4016,maltttr[c],C02052
4017,maltttr[e],C02052
4018,man[c],C00159
4019,man[e],C00159
4020,man[g],C00159
4021,man[l],C00159
4022,man[r],C00159
4023,man1p[c],C00636
4024,man6p[c],C00275
4025,melanin[c],C05606
4026,melatn[c],C01598
4027,mem2emgacpail_hs[r],[]
4028,mem2emgacpail_prot_hs[r],[]
4029,memgacpail_hs[r],[]
4030,meoh[c],C00132
4031,meoh[e],C00132
4032,meoh[l],C00132
4033,meoh[r],C00132
4034,mepi[c],C05588
4035,mepi[e],C05588
4036,mercplac[c],C05823
4037,mercplaccys[c],[]
4038,mercplaccys[e],[]
4039,mercppyr[c],C00957
4040,mercppyr[m],C00957
4041,mescoa[m],C06028
4042,mescon[m],C01732
4043,met_L[c],C00073
4044,met_L[e],C00073
4045,met_L[l],C00073
4046,met_L[m],C00073
4047,methf[c],C00445
4048,methf[m],C00445
4049,mev_R[c],C00418
4050,mev_R[r],C00418
4051,mev_R[x],C00418
4052,mgacpail_hs[r],[]
4053,mhista[c],C05127
4054,mi13456p[c],C01284
4055,mi13456p[n],C01284
4056,mi1345p[c],C01272
4057,mi1345p[n],C01272
4058,mi1346p[c],C04477
4059,mi1346p[n],C04477
4060,mi134p[c],C01243
4061,mi13p[c],C04062
4062,mi1456p[n],C11555
4063,mi145p[c],C01245
4064,mi145p[n],C01245
4065,mi14p[c],C01220
4066,mi14p[n],C01220
4067,mi1p_D[c],C01177
4068,mi1p_D[n],C01177
4069,mi3456p[c],C04520
4070,mi34p[c],C04063
4071,mi3p_D[c],C04006
4072,mi4p_D[c],C03546
4073,micit[c],C04593
4074,minohp[c],C01204
4075,minohp[n],C01204
4076,mlthf[c],C00143
4077,mlthf[m],C00143
4078,mma[c],C00218
4079,mmcoa_R[m],C00683
4080,mmcoa_S[c],C00683
4081,mmcoa_S[m],C00683
4082,mmcoa_S[x],C00683
4083,mn[c],[]
4084,mn[l],[]
4085,mpdol_L[c],[]
4086,mpdol_U[c],[]
4087,msa[c],C00222
4088,msa[m],C00222
4089,mthgxl[c],C00546
4090,mthgxl[e],C00546
4091,myrsACP[c],C05761
4092,N1aspmd[c],C00612
4093,N1aspmd[x],C00612
4094,N1sprm[c],C02567
4095,N1sprm[x],C02567
4096,n2m2masn[g],C11530
4097,n2m2mn[l],[]
4098,n2m2nm[c],[]
4099,n2m2nm[l],[]
4100,n2m2nmasn[e],C04946
4101,n2m2nmasn[g],C04946
4102,n2m2nmasn[l],C04946
4103,n2m2nmn[c],[]
4104,n2m2nmn[l],[]
4105,n3m2masn[g],[]
4106,n4abutn[c],C05936
4107,n4abutn[m],C05936
4108,n4m2masn[g],[]
4109,n5m2masn[g],[]
4110,n8aspmd[c],C01029
4111,na1[c],C01330
4112,na1[e],C01330
4113,na1[g],C01330
4114,na1[r],C01330
4115,na1[x],C01330
4116,nac[c],C00253
4117,nac[e],C00253
4118,Nacasp[c],C01042
4119,Nacasp[m],C01042
4120,Nacsertn[c],C00978
4121,nad[c],C00003
4122,nad[e],C00003
4123,nad[m],C00003
4124,nad[n],C00003
4125,nad[r],C00003
4126,nad[x],C00003
4127,nadh[c],C00004
4128,nadh[m],C00004
4129,nadh[r],C00004
4130,nadh[x],C00004
4131,nadp[c],C00006
4132,nadp[e],C00006
4133,nadp[l],C00006
4134,nadp[m],C00006
4135,nadp[n],C00006
4136,nadp[r],C00006
4137,nadp[x],C00006
4138,nadph[c],C00005
4139,nadph[l],C00005
4140,nadph[m],C00005
4141,nadph[n],C00005
4142,nadph[r],C00005
4143,nadph[x],C00005
4144,naglc2p_L[c],[]
4145,naglc2p_U[c],[]
4146,ncam[c],C00153
4147,ncam[e],C00153
4148,Ndmelys[n],C05545
4149,nformanth[c],C05653
4150,nh4[c],C01342
4151,nh4[e],C01342
4152,nh4[m],C01342
4153,nh4[n],C01342
4154,nh4[r],C01342
4155,nh4[x],C01342
4156,nicrns[c],C05841
4157,nicrnt[c],C01185
4158,nicrnt[m],C01185
4159,nicrnt[n],C01185
4160,nifedipine[c],C07266
4161,nifedipine[e],C07266
4162,nm2masn[g],C05884
4163,nm4masn[g],C05882
4164,Nmelys[n],C03702
4165,nmn[c],C00455
4166,nmn[m],C00455
4167,nmn[n],C00455
4168,nmptrc[c],C02723
4169,nmthsrtn[c],C06212
4170,no[c],C00533
4171,no[e],C00533
4172,no2[c],C00088
4173,no2[e],C00088
4174,no2[l],C00088
4175,no2[n],C00088
4176,noncoa[m],C01942
4177,normete_L[c],C05589
4178,npthl[c],C00829
4179,npthl[e],C00829
4180,nrpphr[c],C00547
4181,nrpphr[e],C00547
4182,nrpphr[r],C00547
4183,nrpphrsf[c],[]
4184,nrpphrsf[e],[]
4185,nrvnc[c],C08323
4186,nrvnc[e],C08323
4187,nrvnccoa[c],C16532
4188,nrvnccoa[m],C16532
4189,nrvnccoa[x],C16532
4190,nrvnccrn[c],[]
4191,nrvnccrn[m],[]
4192,ntm2amep[c],C06459
4193,Ntmelys[n],C05546
4194,Ntmelys[r],C05546
4195,nwharg[c],C05933
4196,o2[c],C00007
4197,o2[e],C00007
4198,o2[g],C00007
4199,o2[l],C00007
4200,o2[m],C00007
4201,o2[n],C00007
4202,o2[r],C00007
4203,o2[x],C00007
4204,o2s[c],C00704
4205,o2s[e],C00704
4206,o2s[m],C00704
4207,o2s[n],C00704
4208,o2s[x],C00704
4209,oaa[c],C00036
4210,oaa[m],C00036
4211,oaa[x],C00036
4212,oagd3_hs[c],[]
4213,oagd3_hs[e],[]
4214,oagd3_hs[g],[]
4215,oagt3_hs[c],[]
4216,oagt3_hs[e],[]
4217,oagt3_hs[g],[]
4218,occoa[c],C01944
4219,occoa[m],C01944
4220,occoa[x],C01944
4221,ocdca[c],C01530
4222,ocdca[e],C01530
4223,ocdca[m],C01530
4224,ocdca[x],C01530
4225,ocdcaACP[c],[]
4226,ocdcea[c],C00712
4227,ocdcea[e],C00712
4228,ocdcea[l],C00712
4229,ocdcea[r],C00712
4230,ocdcya[c],[]
4231,ocdcyaACP[c],[]
4232,ocde9ecoa[x],C00510
4233,ocdececrn[c],[]
4234,ocdececrn[m],[]
4235,octa[c],C06423
4236,octa[e],C06423
4237,octd11ecoa[c],[]
4238,octd11ecoa[m],[]
4239,octdececoa[c],[]
4240,octdececoa[m],[]
4241,octdececrn[c],[]
4242,octdececrn[m],[]
4243,octe5coa[m],[]
4244,octe5coa[x],[]
4245,octeACP[c],[]
4246,od2coa[c],CE2244
4247,od2coa[m],CE2244
4248,od2coa[n],CE2244
4249,odecoa[c],C00510
4250,odecoa[m],C00510
4251,odecoa[r],C00510
4252,odecoa[x],C00510
4253,odecrn[c],[]
4254,odecrn[m],[]
4255,oh1[c],C01328
4256,oh1[e],C01328
4257,omeprazole[c],C07324
4258,omeprazole[e],C07324
4259,omhdecacid[c],[]
4260,omhdecacid[r],[]
4261,omhdocosac[c],C19623
4262,omhdocosac[r],C19623
4263,omhpal[c],[]
4264,omhpal[r],[]
4265,onpthl[c],C14787
4266,onpthl[e],C14787
4267,oretn[c],C16678
4268,oretn[n],C16678
4269,orn[c],C00077
4270,orn[e],C00077
4271,orn[m],C00077
4272,orn_D[x],C00515
4273,orot[c],C00295
4274,orot[e],C00295
4275,orot5p[c],C01103
4276,oxa[c],C00209
4277,oxa[e],C00209
4278,oxa[m],C00209
4279,oxa[x],C00209
4280,pa_hs[c],C00416
4281,pa_hs[g],C00416
4282,pa_hs[m],C00416
4283,pa_hs[n],C00416
4284,pa_hs[r],C00416
4285,pac[c],C07086
4286,pac[m],C07086
4287,pacald[c],C00601
4288,pacald[m],C00601
4289,paf_hs[c],[]
4290,paf_hs[e],[]
4291,pail_hs[c],C01194
4292,pail_hs[g],C01194
4293,pail_hs[n],C01194
4294,pail_hs[r],C01194
4295,pail345p_hs[c],C05981
4296,pail345p_hs[g],C05981
4297,pail345p_hs[n],C05981
4298,pail345p_hs[r],C05981
4299,pail34p_hs[c],[]
4300,pail34p_hs[n],[]
4301,pail34p_hs[r],[]
4302,pail35p_hs[c],[]
4303,pail35p_hs[g],[]
4304,pail35p_hs[r],[]
4305,pail3p_hs[c],C04549
4306,pail3p_hs[g],C04549
4307,pail3p_hs[n],C04549
4308,pail3p_hs[r],C04549
4309,pail45p_hs[c],C04637
4310,pail45p_hs[g],C04637
4311,pail45p_hs[m],C04637
4312,pail45p_hs[n],C04637
4313,pail45p_hs[r],C04637
4314,pail4p_hs[c],C01277
4315,pail4p_hs[n],C01277
4316,pail4p_hs[r],C01277
4317,pail5p_hs[c],[]
4318,pail5p_hs[n],[]
4319,pail5p_hs[r],[]
4320,palmACP[c],C05764
4321,pan4p[c],C01134
4322,pan4p[e],C01134
4323,pan4p[m],C01134
4324,pap[c],C00054
4325,pap[g],C00054
4326,paps[c],C00053
4327,paps[g],C00053
4328,pchol_hs[c],[]
4329,pchol_hs[e],[]
4330,pchol_hs[g],C00157
4331,pchol_hs[m],C00157
4332,pchol_hs[r],C00157
4333,pcollg5hlys[c],C01211
4334,pcollglys[c],C03020
4335,pcreat[c],C02305
4336,pcreat[m],C02305
4337,pcrn[c],C03017
4338,pcrn[m],C03017
4339,pcrn[x],C03017
4340,pd3[c],C07711
4341,pdx5p[c],C00627
4342,pe_hs[c],[]
4343,pe_hs[e],C00350
4344,pe_hs[g],C00350
4345,pe_hs[m],C00350
4346,pe_hs[n],C00350
4347,pe_hs[r],[]
4348,peamn[c],C05332
4349,pecgon[r],C12449
4350,pecgoncoa[r],C12450
4351,pect[e],C00714
4352,pectindchac[e],[]
4353,pectingchol[e],[]
4354,pectintchol[e],[]
4355,pentcoa[m],C00888
4356,pep[c],C00074
4357,pep[m],C00074
4358,peplys[e],C02188
4359,peplys[n],C02188
4360,pepslys[r],[]
4361,peracd[c],C11924
4362,peracd[m],C11924
4363,perillyl[c],C02452
4364,perillyl[e],C02452
4365,pglyc_hs[c],[]
4366,pglyc_hs[e],[]
4367,pgp_hs[c],[]
4368,phaccoa[c],C00582
4369,phe_L[c],C00079
4370,phe_L[e],C00079
4371,phe_L[l],C00079
4372,phe_L[m],C00079
4373,pheacgln[c],C04148
4374,pheacgln[e],C04148
4375,pheme[c],C00032
4376,pheme[e],C00032
4377,pheme[m],C00032
4378,phom[c],C01102
4379,phpyr[c],C00166
4380,phpyr[m],C00166
4381,phyQ[c],C02059
4382,phyQ[e],C02059
4383,phyt[c],C01607
4384,phyt[e],C01607
4385,phyt[x],C01607
4386,phyt2ohcoa[x],C07343
4387,phytcoa[c],C02060
4388,phytcoa[x],C02060
4389,pi[c],C00009
4390,pi[e],C00009
4391,pi[g],C00009
4392,pi[l],C00009
4393,pi[m],C00009
4394,pi[n],C00009
4395,pi[r],C00009
4396,pi[x],C00009
4397,pmtcoa[c],C00154
4398,pmtcoa[l],C00154
4399,pmtcoa[m],C00154
4400,pmtcoa[r],C00154
4401,pmtcoa[x],C00154
4402,pmtcrn[c],C02990
4403,pmtcrn[m],C02990
4404,pmtcrn[r],C02990
4405,pmtcrn[x],C02990
4406,pnto_R[c],C00864
4407,pnto_R[e],C00864
4408,pnto_R[m],C00864
4409,ppa[c],C00163
4410,ppa[e],C00163
4411,ppa[m],C00163
4412,ppa[x],C00163
4413,ppbng[c],C00931
4414,ppcoa[c],C00100
4415,ppcoa[m],C00100
4416,ppcoa[x],C00100
4417,ppi[c],C00013
4418,ppi[e],C00013
4419,ppi[m],C00013
4420,ppi[n],C00013
4421,ppi[r],C00013
4422,ppi[x],C00013
4423,ppmi12346p[c],C11526
4424,ppmi12346p[n],C11526
4425,ppmi1346p[c],C01204
4426,ppmi1346p[n],C01204
4427,ppp9[m],C02191
4428,pppg9[c],C01079
4429,pppg9[m],C01079
4430,pppi[c],C00536
4431,pppi[m],C00536
4432,pppi[n],C00536
4433,pram[c],C03090
4434,pre_prot[r],[]
4435,prgnlone[c],C01953
4436,prgnlone[g],C01953
4437,prgnlone[l],C01953
4438,prgnlone[m],C01953
4439,prgnlone[r],C01953
4440,prgnlones[c],CE4764
4441,prgnlones[g],CE4764
4442,prgnlones[l],CE4764
4443,prgnlones[r],CE4764
4444,prgstrn[c],C00410
4445,prgstrn[e],C00410
4446,prgstrn[r],C00410
4447,prist[c],[]
4448,prist[x],[]
4449,pristanal[c],[]
4450,pristanal[x],[]
4451,pristcoa[c],[]
4452,pristcoa[x],[]
4453,pro_D[c],C00763
4454,pro_D[e],C00763
4455,pro_D[l],C00763
4456,pro_D[x],C00763
4457,pro_L[c],C00148
4458,pro_L[e],C00148
4459,pro_L[l],C00148
4460,pro_L[m],C00148
4461,pro_L[r],C00148
4462,progly[c],[]
4463,progly[e],[]
4464,prostg1[c],C04654
4465,prostgd2[c],C00696
4466,prostgd2[e],C00696
4467,prostgd2[r],C00696
4468,prostge1[c],C04741
4469,prostge1[e],C04741
4470,prostge1[n],C04741
4471,prostge2[c],C00584
4472,prostge2[e],C00584
4473,prostge2[m],C00584
4474,prostge2[r],C00584
4475,prostgf2[c],C00639
4476,prostgf2[e],C00639
4477,prostgh2[c],C00427
4478,prostgh2[e],C00427
4479,prostgh2[r],C00427
4480,prostgi2[c],C01312
4481,prostgi2[e],C01312
4482,prostgi2[r],C01312
4483,prpncoa[m],C00894
4484,prpncoa[x],C00894
4485,prpp[c],C00119
4486,prpp[e],C00119
4487,ps_hs[c],[]
4488,ps_hs[e],[]
4489,ps_hs[g],[]
4490,ps_hs[m],[]
4491,ps_hs[r],[]
4492,pser_L[c],C01005
4493,psyl[e],[]
4494,psylchol[e],[]
4495,psyltchol[e],[]
4496,psyltdechol[e],[]
4497,ptdca[c],C16537
4498,ptdca[e],C16537
4499,ptdcacoa[c],[]
4500,ptdcacoa[m],[]
4501,ptdcacrn[c],[]
4502,ptdcacrn[m],[]
4503,ptrc[c],C00134
4504,ptrc[e],C00134
4505,ptrc[m],C00134
4506,ptrc[x],C00134
4507,ptth[c],C00831
4508,ptth[e],C00831
4509,ptth[m],C00831
4510,pyam5p[c],C00647
4511,pyam5p[m],C00647
4512,pydam[c],C00534
4513,pydam[e],C00534
4514,pydx[c],C00250
4515,pydx[e],C00250
4516,pydx5p[c],C00018
4517,pydx5p[e],C00018
4518,pydx5p[m],C00018
4519,pydxn[c],C00314
4520,pydxn[e],C00314
4521,pylald[c],C02576
4522,pylald[m],C02576
4523,pyr[c],C00022
4524,pyr[e],C00022
4525,pyr[m],C00022
4526,pyr[x],C00022
4527,q10[c],C11378
4528,q10[e],C11378
4529,q10[m],C11378
4530,q10h2[c],C00390
4531,q10h2[e],C00390
4532,q10h2[m],C00390
4533,quln[c],C03722
4534,R1coa_hs[c],[]
4535,R1coa_hs[r],[]
4536,r1p[c],C00442
4537,R2coa_hs[c],[]
4538,R2coa_hs[r],[]
4539,R3coa_hs[c],[]
4540,R4coa_hs[c],[]
4541,R5coa_hs[c],[]
4542,r5p[c],C00117
4543,r5p[m],C00117
4544,r5p[r],C00117
4545,R6coa_hs[c],[]
4546,rbl_D[c],C00309
4547,rbt[c],C00474
4548,rbt[e],C00474
4549,retfa[c],[]
4550,retfa[e],[]
4551,retinal[c],C00376
4552,retinal[r],C00376
4553,retinal_11_cis[c],C02110
4554,retinal_cis_13[c],CE5589
4555,retinal_cis_13[r],CE5589
4556,retinal_cis_9[c],CE5575
4557,retinal_cis_9[r],CE5575
4558,retinol[c],C00473
4559,retinol[e],C00473
4560,retinol[r],C00473
4561,retinol_9_cis[c],C16682
4562,retinol_9_cis[e],C16682
4563,retinol_cis_11[c],C00899
4564,retinol_cis_11[e],C00899
4565,retinol_cis_13[c],C19962
4566,retn[c],C00777
4567,retn[e],C00777
4568,retn[n],C00777
4569,retn[r],C00777
4570,retncoa[c],[]
4571,retnglc[c],C11061
4572,retnglc[e],C11061
4573,retnglc[r],C11061
4574,rib_D[c],C00121
4575,rib_D[e],C00121
4576,ribflv[c],C00255
4577,ribflv[e],C00255
4578,rnam[c],C03150
4579,Rtotal[c],[]
4580,Rtotal[e],[]
4581,Rtotal[l],[]
4582,Rtotal[x],[]
4583,Rtotal2[c],[]
4584,Rtotal2[e],[]
4585,Rtotal2coa[c],[]
4586,Rtotal2coa[m],[]
4587,Rtotal2crn[c],[]
4588,Rtotal2crn[m],[]
4589,Rtotal3[c],[]
4590,Rtotal3[e],[]
4591,Rtotal3coa[c],[]
4592,Rtotal3coa[m],[]
4593,Rtotal3crn[c],[]
4594,Rtotal3crn[m],[]
4595,Rtotalcoa[c],[]
4596,Rtotalcoa[m],[]
4597,Rtotalcoa[x],[]
4598,Rtotalcrn[c],[]
4599,Rtotalcrn[m],[]
4600,ru5p_D[c],C00199
4601,ru5p_D[r],C00199
4602,s2l2fn2m2masn[e],[]
4603,s2l2fn2m2masn[g],[]
4604,s2l2fn2m2masn[l],[]
4605,s2l2n2m2m[c],[]
4606,s2l2n2m2m[l],[]
4607,s2l2n2m2masn[e],[]
4608,s2l2n2m2masn[l],[]
4609,s2l2n2m2mn[c],[]
4610,s2l2n2m2mn[l],[]
4611,s7p[c],C05382
4612,saccrp_L[m],C00449
4613,sarcs[c],C00213
4614,sarcs[e],C00213
4615,sarcs[m],C00213
4616,sarcs[x],C00213
4617,sbcoa[c],[]
4618,sbcoa[x],[]
4619,sbt_D[c],C00794
4620,sbt_D[e],C00794
4621,seahcys[c],C05692
4622,seahcys[n],C05692
4623,seasmet[c],C05691
4624,seasmet[n],C05691
4625,sebacid[c],C08277
4626,sebacid[x],C08277
4627,sebcoa[c],[]
4628,sebcoa[x],[]
4629,sel[c],C05697
4630,sel[e],C05697
4631,selcys[c],C05688
4632,selcyst[c],C05699
4633,selhcys[c],C05698
4634,selhcys[n],C05698
4635,selhcys[r],C05698
4636,selmeth[c],C05335
4637,selmeth[n],C05335
4638,selmeth[r],C05335
4639,seln[c],C01528
4640,selnp[c],C05172
4641,ser_D[c],C00740
4642,ser_D[e],C00740
4643,Ser_Gly_Ala_X_Gly[l],[]
4644,Ser_Gly_Ala_X_Gly[r],[]
4645,ser_L[c],C00065
4646,ser_L[e],C00065
4647,ser_L[g],C00065
4648,ser_L[l],C00065
4649,ser_L[m],C00065
4650,ser_L[r],C00065
4651,ser_L[x],C00065
4652,Ser_Thr[g],[]
4653,Ser_Thr[l],[]
4654,Sfglutth[c],C01031
4655,sgalside_hs[c],[]
4656,sgalside_hs[g],[]
4657,sgalside_hs[l],[]
4658,sl_L[c],C11499
4659,sl_L[e],C11499
4660,sl_L[m],C11499
4661,slfcys[c],C05824
4662,slfcys[e],C05824
4663,so3[c],C00094
4664,so3[e],C00094
4665,so3[l],C00094
4666,so3[m],C00094
4667,so3[n],C00094
4668,so4[c],C00059
4669,so4[e],C00059
4670,so4[g],C00059
4671,so4[l],C00059
4672,so4[m],C00059
4673,so4[r],C00059
4674,spc_hs[c],C03640
4675,spc_hs[e],C03640
4676,sph1p[c],C01120
4677,sph1p[e],C01120
4678,sph1p[r],C01120
4679,sphgn[c],C00836
4680,sphgn[r],C00836
4681,sphings[c],C00319
4682,sphings[l],C00319
4683,sphings[r],C00319
4684,sphmyln_hs[c],[]
4685,sphmyln_hs[g],[]
4686,sphmyln_hs[l],[]
4687,sphs1p[c],C06124
4688,sphs1p[e],C06124
4689,sphs1p[r],C06124
4690,spmd[c],C00315
4691,spmd[e],C00315
4692,spmd[x],C00315
4693,sprm[c],C00750
4694,sprm[e],C00750
4695,sprm[x],C00750
4696,sql[r],C00751
4697,srb_L[c],C00247
4698,srtn[c],C00780
4699,srtn[e],C00780
4700,Ssq23epx[r],C01054
4701,sT_antigen[g],[]
4702,stcoa[c],C00412
4703,stcoa[m],C00412
4704,stcoa[n],C00412
4705,stcoa[r],C00412
4706,stcoa[x],C00412
4707,stcrn[c],[]
4708,stcrn[m],[]
4709,sTn_antigen[g],[]
4710,strch1[e],[]
4711,strch2[e],[]
4712,strdnc[c],C16300
4713,strdnc[e],C16300
4714,strdnc[l],C16300
4715,strdnc[r],C16300
4716,strdnccoa[c],C16163
4717,strdnccoa[m],C16163
4718,strdnccoa[x],C16163
4719,strdnccrn[c],[]
4720,strdnccrn[m],[]
4721,subeac[c],C08278
4722,subeac[x],C08278
4723,succ[c],C00042
4724,succ[e],C00042
4725,succ[m],C00042
4726,succ[r],C00042
4727,succ[x],C00042
4728,succoa[c],C00091
4729,succoa[m],C00091
4730,succoa[x],C00091
4731,sucr[e],C00089
4732,sucsal[m],C00232
4733,T_antigen[g],[]
4734,t2m26dcoa[m],C11945
4735,t2m26dcoa[x],C11945
4736,T4hcinnm[c],C00811
4737,T4hcinnm[m],C00811
4738,tag_hs[c],[]
4739,tag_hs[e],[]
4740,tag1p_D[c],[]
4741,tagat_D[c],C00795
4742,tagat_D[e],C00795
4743,taur[c],C00245
4744,taur[e],C00245
4745,taur[x],C00245
4746,taxol[c],C07394
4747,taxol[e],C07394
4748,tchola[c],C05122
4749,tchola[e],C05122
4750,tchola[x],C05122
4751,tcynt[c],C01755
4752,tcynt[e],C01755
4753,tcynt[l],C01755
4754,tcynt[m],C01755
4755,tcynt[n],C01755
4756,tdchola[c],C05465
4757,tdchola[e],C05465
4758,tdchola[x],C05465
4759,tdcoa[c],C02593
4760,tdcoa[m],C02593
4761,tdcoa[x],C02593
4762,tdcrn[c],[]
4763,tdcrn[e],[]
4764,tddedi2coa[m],[]
4765,tddedicoa[m],C05280
4766,tdeACP[c],[]
4767,tdec4ecoa[m],[]
4768,tdechola[e],C05463
4769,tetd7ecoa[m],[]
