rid,Metabolite abbreviation,EHMN ID
1009,c6crn[x],[]
1010,c6dc[c],[]
1011,c6dc[e],[]
1012,c6dc[x],[]
1013,c81coa[c],C05276
1014,c81crn[c],[]
1015,c81crn[e],[]
1016,c8crn[c],C02838
1017,c8crn[e],C02838
1018,c8dc[c],[]
1019,c8dc[e],[]
1020,c8dc[x],[]
1021,ca2[c],C00076
1022,ca2[e],C00076
1023,cala[c],C02642
1024,camp[c],C00575
1025,camp[e],C00575
1026,camp[g],C00575
1027,carn[c],C00386
1028,carn[e],C00386
1029,carn[l],C00386
1030,caro[c],C02094
1031,caro[e],C02094
1032,carveol[c],C00964
1033,carveol[e],C00964
1034,cbasp[c],C00438
1035,cbasp[e],C00438
1036,cbl1[m],C00853
1037,cbl2[c],C00541
1038,cbl2[m],C00541
1039,cbp[c],C00169
1040,cbp[m],C00169
1041,cbp[r],C00169
1042,cca_d3[c],[]
1043,cca_d3[e],[]
1044,cca_d3[m],[]
1045,cdp[c],C00112
1046,cdp[e],C00112
1047,cdp[m],C00112
1048,cdp[n],C00112
1049,cdpchol[c],C00307
1050,cdpchol[r],C00307
1051,cdpdag_hs[c],[]
1052,cdpdag_hs[m],[]
1053,cdpea[c],C00570
1054,cdpea[e],C00570
1055,cdpea[g],C00570
1056,cdpea[m],C00570
1057,cdpea[n],C00570
1058,cdpea[r],C00570
1059,CE0074[c],CE0074
1060,CE0074[e],CE0074
1061,CE0074[n],CE0074
1062,CE0233[c],CE0233
1063,CE0233[m],CE0233
1064,CE0328[c],CE0328
1065,CE0347[c],CE0347
1066,CE0347[n],CE0347
1067,CE0347[r],CE0347
1068,CE0469[c],CE0469
1069,CE0692[c],CE0692
1070,CE0692[m],CE0692
1071,CE0692[x],CE0692
1072,CE0693[c],CE0693
1073,CE0693[m],CE0693
1074,CE0693[x],CE0693
1075,CE0695[m],CE0695
1076,CE0695[x],CE0695
1077,CE0713[c],CE0713
1078,CE0713[m],CE0713
1079,CE0713[x],CE0713
1080,CE0737[c],CE0737
1081,CE0782[c],CE0782
1082,CE0782[m],CE0782
1083,CE0782[x],CE0782
1084,CE0784[m],CE0784
1085,CE0784[x],CE0784
1086,CE0785[m],CE0785
1087,CE0785[x],CE0785
1088,CE0849[m],CE0849
1089,CE0849[x],CE0849
1090,CE0852[x],CE0852
1091,CE0853[c],CE0853
1092,CE0853[m],CE0853
1093,CE0853[x],CE0853
1094,CE0932[x],CE0932
1095,CE0955[r],CE0955
1096,CE1059[c],CE1059
1097,CE1102[c],CE1102
1098,CE1102[m],CE1102
1099,CE1102[x],CE1102
1100,CE1162[c],CE1162
1101,CE1243[c],CE1243
1102,CE1261[c],CE1261
1103,CE1262[c],CE1262
1104,CE1264[c],CE1264
1105,CE1272[c],CE1272
1106,CE1272[r],CE1272
1107,CE1273[c],CE1273
1108,CE1273[r],CE1273
1109,CE1274[c],CE1274
1110,CE1274[r],CE1274
1111,CE1277[c],CE1277
1112,CE1277[r],CE1277
1113,CE1278[c],CE1278
1114,CE1278[r],CE1278
1115,CE1279[c],CE1279
1116,CE1279[r],CE1279
1117,CE1292[c],CE1292
1118,CE1292[m],CE1292
1119,CE1293[c],CE1293
1120,CE1294[c],CE1294
1121,CE1294[m],CE1294
1122,CE1297[c],CE1297
1123,CE1297[m],CE1297
1124,CE1298[c],CE1298
1125,CE1298[m],CE1298
1126,CE1310[m],CE1310
1127,CE1352[c],CE1352
1128,CE1352[g],CE1352
1129,CE1352[l],CE1352
1130,CE1352[r],CE1352
1131,CE1401[c],CE1401
1132,CE1447[c],CE1447
1133,CE1554[c],CE1554
1134,CE1554[m],CE1554
1135,CE1556[c],CE1556
1136,CE1556[m],CE1556
1137,CE1562[c],CE1562
1138,CE1589[c],CE1589
1139,CE1589[r],CE1589
1140,CE1589[x],CE1589
1141,CE1617[c],CE1617
1142,CE1617[r],CE1617
1143,CE1661[c],CE1661
1144,CE1665[c],CE1665
1145,CE1761[c],CE1761
1146,CE1761[r],CE1761
1147,CE1787[c],CE1787
1148,CE1918[c],CE1918
1149,CE1918[m],CE1918
1150,CE1924[c],CE1924
1151,CE1924[r],CE1924
1152,CE1925[c],CE1925
1153,CE1925[e],CE1925
1154,CE1925[l],CE1925
1155,CE1925[r],CE1925
1156,CE1926[c],CE1926
1157,CE1926[e],CE1926
1158,CE1926[l],CE1926
1159,CE1926[r],CE1926
1160,CE1935[c],CE1935
1161,CE1935[e],CE1935
1162,CE1935[x],CE1935
1163,CE1936[c],CE1936
1164,CE1936[e],CE1936
1165,CE1936[x],CE1936
1166,CE1937[c],CE1937
1167,CE1939[c],CE1939
1168,CE1939[e],CE1939
1169,CE1939[x],CE1939
1170,CE1940[c],CE1940
1171,CE1940[e],CE1940
1172,CE1940[x],CE1940
1173,CE1941[c],CE1941
1174,CE1943[c],CE1943
1175,CE1943[e],CE1943
1176,CE1943[x],CE1943
1177,CE1944[c],CE1944
1178,CE1950[c],CE1950
1179,CE1950[e],CE1950
1180,CE1950[l],CE1950
1181,CE1950[n],CE1950
1182,CE1957[c],CE1957
1183,CE2006[c],CE2006
1184,CE2011[c],CE2011
1185,CE2011[e],CE2011
1186,CE2011[l],CE2011
1187,CE2011[m],CE2011
1188,CE2011[n],CE2011
1189,CE2020[m],CE2020
1190,CE2026[m],CE2026
1191,CE2028[c],CE2028
1192,CE2038[x],CE2038
1193,CE2047[c],CE2047
1194,CE2047[r],CE2047
1195,CE2049[c],CE2049
1196,CE2049[r],CE2049
1197,CE2053[c],CE2053
1198,CE2053[m],CE2053
1199,CE2053[r],CE2053
1200,CE2054[c],CE2054
1201,CE2054[m],CE2054
1202,CE2054[r],CE2054
1203,CE2054[x],CE2054
1204,CE2056[c],CE2056
1205,CE2056[r],CE2056
1206,CE2061[c],CE2061
1207,CE2065[c],CE2065
1208,CE2072[c],CE2072
1209,CE2084[c],CE2084
1210,CE2084[m],CE2084
1211,CE2084[x],CE2084
1212,CE2088[c],CE2088
1213,CE2089[c],CE2089
1214,CE2095[c],CE2095
1215,CE2095[m],CE2095
1216,CE2102[c],CE2102
1217,CE2119[c],CE2119
1218,CE2122[c],CE2122
1219,CE2152[c],CE2152
1220,CE2153[c],CE2153
1221,CE2172[c],CE2172
1222,CE2173[c],CE2173
1223,CE2174[c],CE2174
1224,CE2176[c],CE2176
1225,CE2179[c],CE2179
1226,CE2179[r],CE2179
1227,CE2180[c],CE2180
1228,CE2180[l],CE2180
1229,CE2180[r],CE2180
1230,CE2183[c],CE2183
1231,CE2184[c],CE2184
1232,CE2186[c],CE2186
1233,CE2189[c],CE2189
1234,CE2196[c],CE2196
1235,CE2201[c],CE2201
1236,CE2201[m],CE2201
1237,CE2202[c],CE2202
1238,CE2202[m],CE2202
1239,CE2203[c],CE2203
1240,CE2203[m],CE2203
1241,CE2204[c],CE2204
1242,CE2204[m],CE2204
1243,CE2206[c],CE2206
1244,CE2206[m],CE2206
1245,CE2207[c],CE2207
1246,CE2207[m],CE2207
1247,CE2209[c],CE2209
1248,CE2211[c],CE2211
1249,CE2211[r],CE2211
1250,CE2242[c],CE2242
1251,CE2242[n],CE2242
1252,CE2243[c],CE2243
1253,CE2245[c],CE2245
1254,CE2246[c],CE2246
1255,CE2247[c],CE2247
1256,CE2248[c],CE2248
1257,CE2248[n],CE2248
1258,CE2248[r],CE2248
1259,CE2249[c],CE2249
1260,CE2250[c],CE2250
1261,CE2250[e],CE2250
1262,CE2251[c],CE2251
1263,CE2253[c],CE2253
1264,CE2253[n],CE2253
1265,CE2254[c],CE2254
1266,CE2254[m],CE2254
1267,CE2254[n],CE2254
1268,CE2254[x],CE2254
1269,CE2257[c],CE2257
1270,CE2257[m],CE2257
1271,CE2303[c],CE2303
1272,CE2303[r],CE2303
1273,CE2304[c],CE2304
1274,CE2304[r],CE2304
1275,CE2305[c],CE2305
1276,CE2305[r],CE2305
1277,CE2306[c],CE2306
1278,CE2306[r],CE2306
1279,CE2313[c],CE2313
1280,CE2313[r],CE2313
1281,CE2314[c],CE2314
1282,CE2314[r],CE2314
1283,CE2315[c],CE2315
1284,CE2321[c],CE2321
1285,CE2321[n],CE2321
1286,CE2345[c],CE2345
1287,CE2345[m],CE2345
1288,CE2414[c],CE2414
1289,CE2414[x],CE2414
1290,CE2416[c],CE2416
1291,CE2416[x],CE2416
1292,CE2417[c],CE2417
1293,CE2417[m],CE2417
1294,CE2417[x],CE2417
1295,CE2418[c],CE2418
1296,CE2418[m],CE2418
1297,CE2418[x],CE2418
1298,CE2420[c],CE2420
1299,CE2420[m],CE2420
1300,CE2420[x],CE2420
1301,CE2421[c],CE2421
1302,CE2421[m],CE2421
1303,CE2421[x],CE2421
1304,CE2422[c],CE2422
1305,CE2422[m],CE2422
1306,CE2422[x],CE2422
1307,CE2424[c],CE2424
1308,CE2424[m],CE2424
1309,CE2424[x],CE2424
1310,CE2431[m],CE2431
1311,CE2431[x],CE2431
1312,CE2432[m],CE2432
1313,CE2432[x],CE2432
1314,CE2433[m],CE2433
1315,CE2433[x],CE2433
1316,CE2434[m],CE2434
1317,CE2434[x],CE2434
1318,CE2435[c],CE2435
1319,CE2435[m],CE2435
1320,CE2435[x],CE2435
1321,CE2437[x],CE2437
1322,CE2438[x],CE2438
1323,CE2439[x],CE2439
1324,CE2440[x],CE2440
1325,CE2441[x],CE2441
1326,CE2442[m],CE2442
1327,CE2442[x],CE2442
1328,CE2445[c],CE2445
1329,CE2446[m],CE2446
1330,CE2446[x],CE2446
1331,CE2510[c],CE2510
1332,CE2512[c],CE2512
1333,CE2513[c],CE2513
1334,CE2516[c],CE2516
1335,CE2516[r],CE2516
1336,CE2537[c],CE2537
1337,CE2540[c],CE2540
1338,CE2540[n],CE2540
1339,CE2540[r],CE2540
1340,CE2540[x],CE2540
1341,CE2565[n],CE2565
1342,CE2565[r],CE2565
1343,CE2566[c],CE2566
1344,CE2566[n],CE2566
1345,CE2566[r],CE2566
1346,CE2566[x],CE2566
1347,CE2567[c],CE2567
1348,CE2567[n],CE2567
1349,CE2567[r],CE2567
1350,CE2567[x],CE2567
1351,CE2568[c],CE2568
1352,CE2568[r],CE2568
1353,CE2568[x],CE2568
1354,CE2569[c],CE2569
1355,CE2569[r],CE2569
1356,CE2569[x],CE2569
1357,CE2576[c],CE2576
1358,CE2577[c],CE2577
1359,CE2591[m],CE2591
1360,CE2591[x],CE2591
1361,CE2592[c],CE2592
1362,CE2592[m],CE2592
1363,CE2592[x],CE2592
1364,CE2594[m],CE2594
1365,CE2594[x],CE2594
1366,CE2596[m],CE2596
1367,CE2596[x],CE2596
1368,CE2597[c],CE2597
1369,CE2597[m],CE2597
1370,CE2597[x],CE2597
1371,CE2615[c],CE2615
1372,CE2615[r],CE2615
1373,CE2616[c],CE2616
1374,CE2616[r],CE2616
1375,CE2705[c],CE2705
1376,CE2705[n],CE2705
1377,CE2751[c],CE2751
1378,CE2754[c],CE2754
1379,CE2754[r],CE2754
1380,CE2838[c],CE2838
1381,CE2838[e],CE2838
1382,CE2839[c],CE2839
1383,CE2839[e],CE2839
1384,CE2846[c],CE2846
1385,CE2847[c],CE2847
1386,CE2848[c],CE2848
1387,CE2858[c],CE2858
1388,CE2862[c],CE2862
1389,CE2862[m],CE2862
1390,CE2863[c],CE2863
1391,CE2863[m],CE2863
1392,CE2866[c],CE2866
1393,CE2866[g],CE2866
1394,CE2866[r],CE2866
1395,CE2870[c],CE2870
1396,CE2870[g],CE2870
1397,CE2870[r],CE2870
1398,CE2872[c],CE2872
1399,CE2872[g],CE2872
1400,CE2872[r],CE2872
1401,CE2873[c],CE2873
1402,CE2873[g],CE2873
1403,CE2873[r],CE2873
1404,CE2874[c],CE2874
1405,CE2874[g],CE2874
1406,CE2874[r],CE2874
1407,CE2875[c],CE2875
1408,CE2875[g],CE2875
1409,CE2875[r],CE2875
1410,CE2876[c],CE2876
1411,CE2876[r],CE2876
1412,CE2877[c],CE2877
1413,CE2877[r],CE2877
1414,CE2878[c],CE2878
1415,CE2878[r],CE2878
1416,CE2879[c],CE2879
1417,CE2879[r],CE2879
1418,CE2880[c],CE2880
1419,CE2880[r],CE2880
1420,CE2881[c],CE2881
1421,CE2881[r],CE2881
1422,CE2882[c],CE2882
1423,CE2882[r],CE2882
1424,CE2883[c],CE2883
1425,CE2883[r],CE2883
1426,CE2884[c],CE2884
1427,CE2884[r],CE2884
1428,CE2885[c],CE2885
1429,CE2885[r],CE2885
1430,CE2886[c],CE2886
1431,CE2886[r],CE2886
1432,CE2887[c],CE2887
1433,CE2887[r],CE2887
1434,CE2888[c],CE2888
1435,CE2888[r],CE2888
1436,CE2890[c],CE2890
1437,CE2891[c],CE2891
1438,CE2915[c],CE2915
1439,CE2915[e],CE2915
1440,CE2916[c],CE2916
1441,CE2916[e],CE2916
1442,CE2917[c],CE2917
1443,CE2917[e],CE2917
1444,CE2934[c],CE2934
1445,CE2947[c],CE2947
1446,CE2949[c],CE2949
1447,CE2953[c],CE2953
1448,CE2953[r],CE2953
1449,CE2955[c],CE2955
1450,CE2957[c],CE2957
1451,CE2957[r],CE2957
1452,CE2958[c],CE2958
1453,CE2958[r],CE2958
1454,CE2959[r],CE2959
1455,CE2961[c],CE2961
1456,CE2961[r],CE2961
1457,CE2962[c],CE2962
1458,CE2962[r],CE2962
1459,CE2963[c],CE2963
1460,CE2964[c],CE2964
1461,CE3038[c],CE3038
1462,CE3038[m],CE3038
1463,CE3075[c],CE3075
1464,CE3086[c],CE3086
1465,CE3087[c],CE3087
1466,CE3092[c],CE3092
1467,CE3092[m],CE3092
1468,CE3136[c],CE3136
1469,CE3140[c],CE3140
1470,CE3481[c],CE3481
1471,CE3481[g],CE3481
1472,CE3481[r],CE3481
1473,CE3554[c],CE3554
1474,CE3554[r],CE3554
1475,CE4633[c],CE4633
1476,CE4633[e],CE4633
1477,CE4633[l],CE4633
1478,CE4633[n],CE4633
1479,CE4722[c],CE4722
1480,CE4722[e],CE4722
1481,CE4723[c],CE4723
1482,CE4723[e],CE4723
1483,CE4724[c],CE4724
1484,CE4724[e],CE4724
1485,CE4753[c],CE4753
1486,CE4754[c],CE4754
1487,CE4786[c],CE4786
1488,CE4786[r],CE4786
1489,CE4788[c],CE4788
1490,CE4788[x],CE4788
1491,CE4790[m],CE4790
1492,CE4791[x],CE4791
1493,CE4792[m],CE4792
1494,CE4793[c],CE4793
1495,CE4793[r],CE4793
1496,CE4793[x],CE4793
1497,CE4794[m],CE4794
1498,CE4794[x],CE4794
1499,CE4795[m],CE4795
1500,CE4795[x],CE4795
1501,CE4796[m],CE4796
1502,CE4797[m],CE4797
1503,CE4798[m],CE4798
1504,CE4799[m],CE4799
1505,CE4800[m],CE4800
1506,CE4801[m],CE4801
1507,CE4802[m],CE4802
1508,CE4803[m],CE4803
1509,CE4804[m],CE4804
1510,CE4805[m],CE4805
1511,CE4805[x],CE4805
1512,CE4806[m],CE4806
1513,CE4807[m],CE4807
1514,CE4808[m],CE4808
1515,CE4810[c],CE4810
1516,CE4810[r],CE4810
1517,CE4811[c],CE4811
1518,CE4811[r],CE4811
1519,CE4812[c],CE4812
1520,CE4812[r],CE4812
1521,CE4813[c],CE4813
1522,CE4813[r],CE4813
1523,CE4814[c],CE4814
1524,CE4814[r],CE4814
1525,CE4815[c],CE4815
1526,CE4815[r],CE4815
1527,CE4816[c],CE4816
1528,CE4816[r],CE4816
1529,CE4817[c],CE4817
1530,CE4817[r],CE4817
1531,CE4818[c],CE4818
1532,CE4818[r],CE4818
1533,CE4819[c],CE4819
1534,CE4819[r],CE4819
1535,CE4820[c],CE4820
1536,CE4820[r],CE4820
1537,CE4820[x],CE4820
1538,CE4821[c],CE4821
1539,CE4821[r],CE4821
1540,CE4822[c],CE4822
1541,CE4822[r],CE4822
1542,CE4823[c],CE4823
1543,CE4823[r],CE4823
1544,CE4823[x],CE4823
1545,CE4824[c],CE4824
1546,CE4824[r],CE4824
1547,CE4825[x],CE4825
1548,CE4826[x],CE4826
1549,CE4827[c],CE4827
1550,CE4827[r],CE4827
1551,CE4827[x],CE4827
1552,CE4828[x],CE4828
1553,CE4829[c],CE4829
1554,CE4829[r],CE4829
1555,CE4829[x],CE4829
1556,CE4830[c],CE4830
1557,CE4830[r],CE4830
1558,CE4831[c],CE4831
1559,CE4831[r],CE4831
1560,CE4832[x],CE4832
1561,CE4833[c],CE4833
1562,CE4833[r],CE4833
1563,CE4834[c],CE4834
1564,CE4834[r],CE4834
1565,CE4835[c],CE4835
1566,CE4835[r],CE4835
1567,CE4836[c],CE4836
1568,CE4836[r],CE4836
1569,CE4836[x],CE4836
1570,CE4837[c],CE4837
1571,CE4837[r],CE4837
1572,CE4838[x],CE4838
1573,CE4839[c],CE4839
1574,CE4839[r],CE4839
1575,CE4840[c],CE4840
1576,CE4840[r],CE4840
1577,CE4841[c],CE4841
1578,CE4841[r],CE4841
1579,CE4842[c],CE4842
1580,CE4842[r],CE4842
1581,CE4843[c],CE4843
1582,CE4843[r],CE4843
1583,CE4844[c],CE4844
1584,CE4844[r],CE4844
1585,CE4845[c],CE4845
1586,CE4845[r],CE4845
1587,CE4846[c],CE4846
1588,CE4846[r],CE4846
1589,CE4847[c],CE4847
1590,CE4847[r],CE4847
1591,CE4848[c],CE4848
1592,CE4848[r],CE4848
1593,CE4849[c],CE4849
1594,CE4849[r],CE4849
1595,CE4850[c],CE4850
1596,CE4850[r],CE4850
1597,CE4851[c],CE4851
1598,CE4851[r],CE4851
1599,CE4852[c],CE4852
1600,CE4852[r],CE4852
1601,CE4853[c],CE4853
1602,CE4853[r],CE4853
1603,CE4854[c],CE4854
1604,CE4854[r],CE4854
1605,CE4855[c],CE4855
1606,CE4855[r],CE4855
1607,CE4872[c],CE4872
1608,CE4872[m],CE4872
1609,CE4872[r],CE4872
1610,CE4874[c],CE4874
1611,CE4874[m],CE4874
1612,CE4876[c],CE4876
1613,CE4876[m],CE4876
1614,CE4876[r],CE4876
1615,CE4877[c],CE4877
1616,CE4881[c],CE4881
1617,CE4881[e],CE4881
1618,CE4881[l],CE4881
1619,CE4881[n],CE4881
1620,CE4888[c],CE4888
1621,CE4888[x],CE4888
1622,CE4890[c],CE4890
1623,CE4898[c],CE4898
1624,CE4898[r],CE4898
1625,CE4936[c],CE4936
1626,CE4936[n],CE4936
1627,CE4968[m],CE4968
1628,CE4969[m],CE4969
1629,CE4970[m],CE4970
1630,CE4980[c],CE4980
1631,CE4987[c],CE4987
1632,CE4988[c],CE4988
1633,CE4988[m],CE4988
1634,CE4988[r],CE4988
1635,CE4988[x],CE4988
1636,CE4989[c],CE4989
1637,CE4989[r],CE4989
1638,CE4990[c],CE4990
1639,CE4990[m],CE4990
1640,CE4990[r],CE4990
1641,CE4990[x],CE4990
1642,CE4993[c],CE4993
1643,CE4993[m],CE4993
1644,CE4993[x],CE4993
1645,CE5013[c],CE5013
1646,CE5014[c],CE5014
1647,CE5016[c],CE5016
1648,CE5021[c],CE5021
1649,CE5022[c],CE5022
1650,CE5025[c],CE5025
1651,CE5025[x],CE5025
1652,CE5026[c],CE5026
1653,CE5026[x],CE5026
1654,CE5049[c],CE5049
1655,CE5068[m],CE5068
1656,CE5072[c],CE5072
1657,CE5072[r],CE5072
1658,CE5079[c],CE5079
1659,CE5079[m],CE5079
1660,CE5082[m],CE5082
1661,CE5101[g],CE5101
1662,CE5101[m],CE5101
1663,CE5114[c],CE5114
1664,CE5114[r],CE5114
1665,CE5114[x],CE5114
1666,CE5115[m],CE5115
1667,CE5115[x],CE5115
1668,CE5116[x],CE5116
1669,CE5117[m],CE5117
1670,CE5118[m],CE5118
1671,CE5119[m],CE5119
1672,CE5120[m],CE5120
1673,CE5121[c],CE5121
1674,CE5121[m],CE5121
1675,CE5121[x],CE5121
1676,CE5122[c],CE5122
1677,CE5122[x],CE5122
1678,CE5123[x],CE5123
1679,CE5125[x],CE5125
1680,CE5126[c],CE5126
1681,CE5126[x],CE5126
1682,CE5132[c],CE5132
1683,CE5132[g],CE5132
1684,CE5132[n],CE5132
1685,CE5132[r],CE5132
1686,CE5138[c],CE5138
1687,CE5138[r],CE5138
1688,CE5139[c],CE5139
1689,CE5139[r],CE5139
1690,CE5140[c],CE5140
1691,CE5140[r],CE5140
1692,CE5141[c],CE5141
1693,CE5144[c],CE5144
1694,CE5144[r],CE5144
1695,CE5148[c],CE5148
1696,CE5148[r],CE5148
1697,CE5150[c],CE5150
1698,CE5150[r],CE5150
1699,CE5151[c],CE5151
1700,CE5151[r],CE5151
1701,CE5152[c],CE5152
1702,CE5152[r],CE5152
1703,CE5153[c],CE5153
1704,CE5153[r],CE5153
1705,CE5154[c],CE5154
1706,CE5154[r],CE5154
1707,CE5155[c],CE5155
1708,CE5155[r],CE5155
1709,CE5156[c],CE5156
1710,CE5156[r],CE5156
1711,CE5157[c],CE5157
1712,CE5157[r],CE5157
1713,CE5158[c],CE5158
1714,CE5158[r],CE5158
1715,CE5159[c],CE5159
1716,CE5159[r],CE5159
1717,CE5160[c],CE5160
1718,CE5160[r],CE5160
1719,CE5161[c],CE5161
1720,CE5161[r],CE5161
1721,CE5162[c],CE5162
1722,CE5162[r],CE5162
1723,CE5165[m],CE5165
1724,CE5165[x],CE5165
1725,CE5166[m],CE5166
1726,CE5166[x],CE5166
1727,CE5168[c],CE5168
1728,CE5168[m],CE5168
1729,CE5168[x],CE5168
1730,CE5169[c],CE5169
1731,CE5169[m],CE5169
1732,CE5169[x],CE5169
1733,CE5178[c],CE5178
1734,CE5179[c],CE5179
1735,CE5179[r],CE5179
1736,CE5236[c],CE5236
1737,CE5236[n],CE5236
1738,CE5239[c],CE5239
1739,CE5239[m],CE5239
1740,CE5239[r],CE5239
1741,CE5239[x],CE5239
1742,CE5240[c],CE5240
1743,CE5240[m],CE5240
1744,CE5240[r],CE5240
1745,CE5240[x],CE5240
1746,CE5241[c],CE5241
1747,CE5241[m],CE5241
1748,CE5241[r],CE5241
1749,CE5241[x],CE5241
1750,CE5242[c],CE5242
1751,CE5242[m],CE5242
1752,CE5242[r],CE5242
1753,CE5242[x],CE5242
1754,CE5243[c],CE5243
1755,CE5243[m],CE5243
1756,CE5243[r],CE5243
1757,CE5243[x],CE5243
1758,CE5244[c],CE5244
1759,CE5244[m],CE5244
1760,CE5244[r],CE5244
1761,CE5244[x],CE5244
1762,CE5249[c],CE5249
1763,CE5249[m],CE5249
1764,CE5249[r],CE5249
1765,CE5249[x],CE5249
1766,CE5250[c],CE5250
1767,CE5250[m],CE5250
1768,CE5250[r],CE5250
1769,CE5250[x],CE5250
1770,CE5251[c],CE5251
1771,CE5251[m],CE5251
1772,CE5251[r],CE5251
1773,CE5251[x],CE5251
1774,CE5252[c],CE5252
1775,CE5252[m],CE5252
1776,CE5252[r],CE5252
1777,CE5252[x],CE5252
1778,CE5253[c],CE5253
1779,CE5254[c],CE5254
1780,CE5255[c],CE5255
1781,CE5256[c],CE5256
1782,CE5272[c],CE5272
1783,CE5274[c],CE5274
1784,CE5276[c],CE5276
1785,CE5276[l],CE5276
1786,CE5276[x],CE5276
1787,CE5277[c],CE5277
1788,CE5278[c],CE5278
1789,CE5304[c],CE5304
1790,CE5305[m],CE5305
1791,CE5306[m],CE5306
1792,CE5307[c],CE5307
1793,CE5307[m],CE5307
1794,CE5307[x],CE5307
1795,CE5308[m],CE5308
1796,CE5309[m],CE5309
1797,CE5310[m],CE5310
1798,CE5311[m],CE5311
1799,CE5312[m],CE5312
1800,CE5313[m],CE5313
1801,CE5314[m],CE5314
1802,CE5315[m],CE5315
1803,CE5316[m],CE5316
1804,CE5317[m],CE5317
1805,CE5318[m],CE5318
1806,CE5319[c],CE5319
1807,CE5319[m],CE5319
1808,CE5319[x],CE5319
1809,CE5320[m],CE5320
1810,CE5321[m],CE5321
1811,CE5322[m],CE5322
1812,CE5323[m],CE5323
1813,CE5324[m],CE5324
1814,CE5325[m],CE5325
1815,CE5326[m],CE5326
1816,CE5327[m],CE5327
1817,CE5328[m],CE5328
1818,CE5329[c],CE5329
1819,CE5329[m],CE5329
1820,CE5329[x],CE5329
1821,CE5331[c],CE5331
1822,CE5331[m],CE5331
1823,CE5331[x],CE5331
1824,CE5337[c],CE5337
1825,CE5337[m],CE5337
1826,CE5337[x],CE5337
1827,CE5341[m],CE5341
1828,CE5341[x],CE5341
1829,CE5342[c],CE5342
1830,CE5342[m],CE5342
1831,CE5342[r],CE5342
1832,CE5342[x],CE5342
1833,CE5343[c],CE5343
1834,CE5343[m],CE5343
1835,CE5343[r],CE5343
1836,CE5343[x],CE5343
1837,CE5344[c],CE5344
1838,CE5344[m],CE5344
1839,CE5344[x],CE5344
1840,CE5345[c],CE5345
1841,CE5345[m],CE5345
1842,CE5345[x],CE5345
1843,CE5346[c],CE5346
1844,CE5346[m],CE5346
1845,CE5346[x],CE5346
1846,CE5347[m],CE5347
1847,CE5347[x],CE5347
1848,CE5348[c],CE5348
1849,CE5348[m],CE5348
1850,CE5348[r],CE5348
1851,CE5348[x],CE5348
1852,CE5349[c],CE5349
1853,CE5349[m],CE5349
1854,CE5349[r],CE5349
1855,CE5349[x],CE5349
1856,CE5352[c],CE5352
1857,CE5352[r],CE5352
1858,CE5456[c],CE5456
1859,CE5525[c],CE5525
1860,CE5525[m],CE5525
1861,CE5525[x],CE5525
1862,CE5526[c],CE5526
1863,CE5527[c],CE5527
1864,CE5528[c],CE5528
1865,CE5530[m],CE5530
1866,CE5531[c],CE5531
1867,CE5531[m],CE5531
1868,CE5531[r],CE5531
1869,CE5531[x],CE5531
1870,CE5533[c],CE5533
1871,CE5534[c],CE5534
1872,CE5535[c],CE5535
1873,CE5536[c],CE5536
1874,CE5536[x],CE5536
1875,CE5537[c],CE5537
1876,CE5538[c],CE5538
1877,CE5538[r],CE5538
1878,CE5538[x],CE5538
1879,CE5541[c],CE5541
1880,CE5542[c],CE5542
1881,CE5544[c],CE5544
1882,CE5544[x],CE5544
1883,CE5545[c],CE5545
1884,CE5545[x],CE5545
1885,CE5546[c],CE5546
1886,CE5546[x],CE5546
1887,CE5547[c],CE5547
1888,CE5547[x],CE5547
1889,CE5560[x],CE5560
1890,CE5586[c],CE5586
1891,CE5588[c],CE5588
1892,CE5591[c],CE5591
1893,CE5591[r],CE5591
1894,CE5592[c],CE5592
1895,CE5592[r],CE5592
1896,CE5593[c],CE5593
1897,CE5593[r],CE5593
1898,CE5594[c],CE5594
1899,CE5626[c],CE5626
1900,CE5627[c],CE5627
1901,CE5629[c],CE5629
1902,CE5643[c],CE5643
1903,CE5653[c],CE5653
1904,CE5653[r],CE5653
1905,CE5654[c],CE5654
1906,CE5654[r],CE5654
1907,CE5655[c],CE5655
1908,CE5655[r],CE5655
1909,CE5656[c],CE5656
1910,CE5661[c],CE5661
1911,CE5662[c],CE5662
1912,CE5665[c],CE5665
1913,CE5698[c],CE5698
1914,CE5700[c],CE5700
1915,CE5700[r],CE5700
1916,CE5726[c],CE5726
1917,CE5727[c],CE5727
1918,CE5730[c],CE5730
1919,CE5747[c],CE5747
1920,CE5752[c],CE5752
1921,CE5753[c],CE5753
1922,CE5754[c],CE5754
1923,CE5755[c],CE5755
1924,CE5756[c],CE5756
1925,CE5756[r],CE5756
1926,CE5757[c],CE5757
1927,CE5757[r],CE5757
1928,CE5775[c],CE5775
1929,CE5776[c],CE5776
1930,CE5782[c],CE5782
1931,CE5783[c],CE5783
1932,CE5786[c],CE5786
1933,CE5786[e],CE5786
1934,CE5787[e],CE5787
1935,CE5788[c],CE5788
1936,CE5788[e],CE5788
1937,CE5789[c],CE5789
1938,CE5789[e],CE5789
1939,CE5791[e],CE5791
1940,CE5794[c],CE5794
1941,CE5794[l],CE5794
1942,CE5795[c],CE5795
1943,CE5795[l],CE5795
1944,CE5796[c],CE5796
1945,CE5796[l],CE5796
