compoundExRef_id,compoundExRef_idtype,compoundExRef_idvalue,compound_id,compoundExRef_primary
21498,PubChem,71448896,4386,0
21499,EHMN,C07343,4386,1
21500,HMDB,HMDB01295,4386,1
21501,InChi Key,WNVFJMYPVBOLKV-YLNUKALLSA-N,4386,1
21502,CheBI,15538,4387,1
21503,KEGG,C02060,4387,1
21504,PubChem,439640,4387,1
21505,HMDB,HMDB01359,4387,1
21506,InChi Key,NRJQGHHZMSOUEN-ZJGVPSKGSA-N,4387,1
21507,CheBI,15538,4388,1
21508,KEGG,C02060,4388,1
21509,PubChem,439640,4388,1
21510,HMDB,HMDB01359,4388,1
21511,InChi Key,NRJQGHHZMSOUEN-ZJGVPSKGSA-N,4388,1
21512,CheBI,43474,4389,1
21513,CheBI,26078,4389,0
21514,CheBI,67140,4389,0
21515,KEGG,C00009,4389,1
21516,PubChem,1004,4389,1
21517,PubChem,11128397,4389,0
21518,PubChem,3681305,4389,0
21519,HMDB,HMDB00973,4389,1
21520,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4389,1
21521,CheBI,43474,4390,1
21522,CheBI,26078,4390,0
21523,CheBI,67140,4390,0
21524,KEGG,C00009,4390,1
21525,PubChem,1004,4390,1
21526,PubChem,11128397,4390,0
21527,PubChem,3681305,4390,0
21528,HepatoNet,HC00019,4390,1
21529,EHMN,C00009,4390,1
21530,HMDB,HMDB00973,4390,1
21531,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4390,1
21532,CheBI,43474,4391,1
21533,CheBI,26078,4391,0
21534,CheBI,67140,4391,0
21535,KEGG,C00009,4391,1
21536,PubChem,1004,4391,1
21537,PubChem,11128397,4391,0
21538,PubChem,3681305,4391,0
21539,HepatoNet,HC00019,4391,1
21540,EHMN,C00009,4391,1
21541,HMDB,HMDB00973,4391,1
21542,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4391,1
21543,CheBI,43474,4392,1
21544,CheBI,26078,4392,0
21545,CheBI,67140,4392,0
21546,KEGG,C00009,4392,1
21547,PubChem,1004,4392,1
21548,PubChem,11128397,4392,0
21549,PubChem,3681305,4392,0
21550,HepatoNet,HC00019,4392,1
21551,EHMN,C00009,4392,1
21552,HMDB,HMDB00973,4392,1
21553,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4392,1
21554,CheBI,43474,4393,1
21555,CheBI,26078,4393,0
21556,CheBI,67140,4393,0
21557,KEGG,C00009,4393,1
21558,PubChem,1004,4393,1
21559,PubChem,11128397,4393,0
21560,PubChem,3681305,4393,0
21561,HepatoNet,HC00019,4393,1
21562,EHMN,C00009,4393,1
21563,HMDB,HMDB00973,4393,1
21564,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4393,1
21565,CheBI,43474,4394,1
21566,CheBI,26078,4394,0
21567,CheBI,67140,4394,0
21568,KEGG,C00009,4394,1
21569,PubChem,1004,4394,1
21570,PubChem,11128397,4394,0
21571,PubChem,3681305,4394,0
21572,HepatoNet,HC00019,4394,1
21573,EHMN,C00009,4394,1
21574,HMDB,HMDB00973,4394,1
21575,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4394,1
21576,CheBI,43474,4395,1
21577,CheBI,26078,4395,0
21578,CheBI,67140,4395,0
21579,KEGG,C00009,4395,1
21580,PubChem,1004,4395,1
21581,PubChem,11128397,4395,0
21582,PubChem,3681305,4395,0
21583,HepatoNet,HC00019,4395,1
21584,EHMN,C00009,4395,1
21585,HMDB,HMDB00973,4395,1
21586,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4395,1
21587,CheBI,43474,4396,1
21588,CheBI,26078,4396,0
21589,CheBI,67140,4396,0
21590,KEGG,C00009,4396,1
21591,PubChem,1004,4396,1
21592,PubChem,11128397,4396,0
21593,PubChem,3681305,4396,0
21594,HepatoNet,HC00019,4396,1
21595,EHMN,C00009,4396,1
21596,HMDB,HMDB00973,4396,1
21597,InChi Key,NBIIXXVUZAFLBC-UHFFFAOYSA-N,4396,1
21598,CheBI,15525,4397,1
21599,KEGG,C00154,4397,1
21600,PubChem,15667,4397,1
21601,PubChem,644109,4397,0
21602,HMDB,HMDB01338,4397,1
21603,InChi Key,MNBKLUUYKPBKDU-BBECNAHFSA-N,4397,1
21604,CheBI,15525,4398,1
21605,KEGG,C00154,4398,1
21606,PubChem,15667,4398,1
21607,PubChem,45266605,4398,0
21608,PubChem,644109,4398,0
21609,HepatoNet,HC00150,4398,1
21610,EHMN,C00154,4398,1
21611,HMDB,HMDB01338,4398,1
21612,InChi Key,MNBKLUUYKPBKDU-BBECNAHFSA-N,4398,1
21613,CheBI,15525,4399,1
21614,KEGG,C00154,4399,1
21615,PubChem,15667,4399,1
21616,PubChem,45266605,4399,0
21617,PubChem,644109,4399,0
21618,HepatoNet,HC00150,4399,1
21619,EHMN,C00154,4399,1
21620,HMDB,HMDB01338,4399,1
21621,InChi Key,MNBKLUUYKPBKDU-BBECNAHFSA-N,4399,1
21622,CheBI,15525,4400,1
21623,KEGG,C00154,4400,1
21624,PubChem,15667,4400,1
21625,PubChem,644109,4400,0
21626,HMDB,HMDB01338,4400,1
21627,InChi Key,MNBKLUUYKPBKDU-BBECNAHFSA-N,4400,1
21628,CheBI,15525,4401,1
21629,KEGG,C00154,4401,1
21630,PubChem,15667,4401,1
21631,PubChem,45266605,4401,0
21632,PubChem,644109,4401,0
21633,HepatoNet,HC00150,4401,1
21634,EHMN,C00154,4401,1
21635,HMDB,HMDB01338,4401,1
21636,InChi Key,MNBKLUUYKPBKDU-BBECNAHFSA-N,4401,1
21637,CheBI,17490,4402,1
21638,KEGG,C02990,4402,1
21639,PubChem,11953816,4402,1
21640,PubChem,16902,4402,0
21641,HepatoNet,HC01034,4402,1
21642,EHMN,C02990,4402,1
21643,HMDB,HMDB00222,4402,1
21644,LMSD,LMFA07070004,4402,1
21645,InChi Key,XOMRRQXKHMYMOC-NRFANRHFSA-N,4402,1
21646,CheBI,17490,4403,1
21647,KEGG,C02990,4403,1
21648,PubChem,11953816,4403,1
21649,PubChem,16902,4403,0
21650,HepatoNet,HC01034,4403,1
21651,EHMN,C02990,4403,1
21652,HMDB,HMDB00222,4403,1
21653,LMSD,LMFA07070004,4403,1
21654,InChi Key,XOMRRQXKHMYMOC-NRFANRHFSA-N,4403,1
21655,CheBI,17490,4404,1
21656,KEGG,C02990,4404,1
21657,PubChem,11953816,4404,1
21658,PubChem,16902,4404,0
21659,HepatoNet,HC01034,4404,1
21660,EHMN,C02990,4404,1
21661,HMDB,HMDB00222,4404,1
21662,LMSD,LMFA07070004,4404,1
21663,InChi Key,XOMRRQXKHMYMOC-NRFANRHFSA-N,4404,1
21664,CheBI,17490,4405,1
21665,KEGG,C02990,4405,1
21666,PubChem,11953816,4405,1
21667,PubChem,16902,4405,0
21668,HepatoNet,HC01034,4405,1
21669,EHMN,C02990,4405,1
21670,HMDB,HMDB00222,4405,1
21671,LMSD,LMFA07070004,4405,1
21672,InChi Key,XOMRRQXKHMYMOC-NRFANRHFSA-N,4405,1
21673,CheBI,7916,4406,1
21674,KEGG,C00864,4406,1
21675,PubChem,988,4406,1
21676,PubChem,6613,4406,0
21677,HepatoNet,HC00568,4406,1
21678,HMDB,HMDB00210,4406,1
21679,InChi Key,GHOKWGTUZJEAQD-UHFFFAOYSA-N,4406,1
21680,CheBI,7916,4407,1
21681,KEGG,C00864,4407,1
21682,PubChem,988,4407,1
21683,PubChem,6613,4407,0
21684,HepatoNet,HC00568,4407,1
21685,HMDB,HMDB00210,4407,1
21686,InChi Key,GHOKWGTUZJEAQD-UHFFFAOYSA-N,4407,1
21687,CheBI,7916,4408,1
21688,KEGG,C00864,4408,1
21689,PubChem,988,4408,1
21690,PubChem,6613,4408,0
21691,HepatoNet,HC00568,4408,1
21692,HMDB,HMDB00210,4408,1
21693,InChi Key,GHOKWGTUZJEAQD-UHFFFAOYSA-N,4408,1
21694,CheBI,30768,4409,1
21695,CheBI,17272,4409,0
21696,CheBI,16333,4409,0
21697,KEGG,C00163,4409,1
21698,KEGG,D02310,4409,0
21699,PubChem,1032,4409,1
21700,PubChem,104745,4409,0
21701,HepatoNet,HC00158,4409,1
21702,EHMN,C00163,4409,1
21703,HMDB,HMDB00237,4409,1
21704,LMSD,LMFA01010003,4409,1
21705,InChi Key,XBDQKXXYIPTUBI-UHFFFAOYSA-N,4409,1
21706,CheBI,30768,4410,1
21707,CheBI,17272,4410,0
21708,CheBI,16333,4410,0
21709,KEGG,C00163,4410,1
21710,KEGG,D02310,4410,0
21711,PubChem,1032,4410,1
21712,PubChem,104745,4410,0
21713,HepatoNet,HC00158,4410,1
21714,EHMN,C00163,4410,1
21715,HMDB,HMDB00237,4410,1
21716,LMSD,LMFA01010003,4410,1
21717,InChi Key,XBDQKXXYIPTUBI-UHFFFAOYSA-N,4410,1
21718,CheBI,30768,4411,1
21719,CheBI,17272,4411,0
21720,CheBI,16333,4411,0
21721,KEGG,C00163,4411,1
21722,KEGG,D02310,4411,0
21723,PubChem,1032,4411,1
21724,PubChem,104745,4411,0
21725,HepatoNet,HC00158,4411,1
21726,EHMN,C00163,4411,1
21727,HMDB,HMDB00237,4411,1
21728,LMSD,LMFA01010003,4411,1
21729,InChi Key,XBDQKXXYIPTUBI-UHFFFAOYSA-N,4411,1
21730,CheBI,30768,4412,1
21731,CheBI,17272,4412,0
21732,CheBI,16333,4412,0
21733,KEGG,C00163,4412,1
21734,KEGG,D02310,4412,0
21735,PubChem,1032,4412,1
21736,PubChem,104745,4412,0
21737,HepatoNet,HC00158,4412,1
21738,EHMN,C00163,4412,1
21739,HMDB,HMDB00237,4412,1
21740,LMSD,LMFA01010003,4412,1
21741,InChi Key,XBDQKXXYIPTUBI-UHFFFAOYSA-N,4412,1
21742,CheBI,17381,4413,1
21743,CheBI,58126,4413,0
21744,KEGG,C00931,4413,1
21745,PubChem,1021,4413,1
21746,PubChem,6921588,4413,0
21747,HepatoNet,HC00588,4413,1
21748,EHMN,C00931,4413,1
21749,HMDB,HMDB00245,4413,1
21750,InChi Key,QSHWIQZFGQKFMA-UHFFFAOYSA-N,4413,1
21751,CheBI,57392,4414,1
21752,CheBI,15539,4414,0
21753,KEGG,C00100,4414,1
21754,KEGG,C02843,4414,0
21755,PubChem,439164,4414,1
21756,PubChem,92753,4414,0
21757,PubChem,45266613,4414,0
21758,HepatoNet,HC00101,4414,1
21759,EHMN,C00100,4414,1
21760,HMDB,HMDB01275,4414,1
21761,InChi Key,QAQREVBBADEHPA-UXYNFSPESA-N,4414,1
21762,CheBI,57392,4415,1
21763,CheBI,15539,4415,0
21764,KEGG,C00100,4415,1
21765,KEGG,C02843,4415,0
21766,PubChem,439164,4415,1
21767,PubChem,92753,4415,0
21768,PubChem,45266613,4415,0
21769,HepatoNet,HC00101,4415,1
21770,EHMN,C00100,4415,1
21771,HMDB,HMDB01275,4415,1
21772,InChi Key,QAQREVBBADEHPA-UXYNFSPESA-N,4415,1
21773,CheBI,57392,4416,1
21774,CheBI,15539,4416,0
21775,KEGG,C00100,4416,1
21776,KEGG,C02843,4416,0
21777,PubChem,439164,4416,1
21778,PubChem,92753,4416,0
21779,PubChem,45266613,4416,0
21780,HepatoNet,HC00101,4416,1
21781,EHMN,C00100,4416,1
21782,HMDB,HMDB01275,4416,1
21783,InChi Key,QAQREVBBADEHPA-UXYNFSPESA-N,4416,1
21784,CheBI,29888,4417,1
21785,CheBI,18361,4417,0
21786,CheBI,16838,4417,0
21787,KEGG,C00013,4417,1
21788,PubChem,1023,4417,1
21789,PubChem,24720900,4417,0
21790,PubChem,644102,4417,0
21791,HMDB,HMDB00250,4417,1
21792,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4417,1
21793,CheBI,29888,4418,1
21794,CheBI,18361,4418,0
21795,CheBI,33019,4418,0
21796,CheBI,16838,4418,0
21797,KEGG,C00013,4418,1
21798,PubChem,1023,4418,1
21799,PubChem,24720900,4418,0
21800,PubChem,4097574,4418,0
21801,PubChem,644102,4418,0
21802,HepatoNet,HC00023,4418,1
21803,EHMN,C00013,4418,1
21804,HMDB,HMDB00250,4418,1
21805,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4418,1
21806,CheBI,29888,4419,1
21807,CheBI,18361,4419,0
21808,CheBI,33019,4419,0
21809,CheBI,16838,4419,0
21810,KEGG,C00013,4419,1
21811,PubChem,1023,4419,1
21812,PubChem,24720900,4419,0
21813,PubChem,4097574,4419,0
21814,PubChem,644102,4419,0
21815,HepatoNet,HC00023,4419,1
21816,EHMN,C00013,4419,1
21817,HMDB,HMDB00250,4419,1
21818,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4419,1
21819,CheBI,29888,4420,1
21820,CheBI,18361,4420,0
21821,CheBI,33019,4420,0
21822,CheBI,16838,4420,0
21823,KEGG,C00013,4420,1
21824,PubChem,1023,4420,1
21825,PubChem,24720900,4420,0
21826,PubChem,4097574,4420,0
21827,PubChem,644102,4420,0
21828,HepatoNet,HC00023,4420,1
21829,EHMN,C00013,4420,1
21830,HMDB,HMDB00250,4420,1
21831,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4420,1
21832,CheBI,29888,4421,1
21833,CheBI,18361,4421,0
21834,CheBI,33019,4421,0
21835,CheBI,16838,4421,0
21836,KEGG,C00013,4421,1
21837,PubChem,1023,4421,1
21838,PubChem,24720900,4421,0
21839,PubChem,4097574,4421,0
21840,PubChem,644102,4421,0
21841,HepatoNet,HC00023,4421,1
21842,EHMN,C00013,4421,1
21843,HMDB,HMDB00250,4421,1
21844,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4421,1
21845,CheBI,29888,4422,1
21846,CheBI,18361,4422,0
21847,CheBI,33019,4422,0
21848,CheBI,16838,4422,0
21849,KEGG,C00013,4422,1
21850,PubChem,1023,4422,1
21851,PubChem,24720900,4422,0
21852,PubChem,4097574,4422,0
21853,PubChem,644102,4422,0
21854,HepatoNet,HC00023,4422,1
21855,EHMN,C00013,4422,1
21856,HMDB,HMDB00250,4422,1
21857,InChi Key,XPPKVPWEQAFLFU-UHFFFAOYSA-N,4422,1
21858,CheBI,30164,4423,1
21859,KEGG,C11526,4423,1
21860,PubChem,443247,4423,1
21861,EHMN,C11526,4423,1
21862,HMDB,HMDB06229,4423,1
21863,InChi Key,UPHPWXPNZIOZJL-KXXVROSKSA-N,4423,1
21864,CheBI,30164,4424,1
21865,KEGG,C11526,4424,1
21866,PubChem,443247,4424,1
21867,EHMN,C11526,4424,1
21868,HMDB,HMDB06229,4424,1
21869,InChi Key,UPHPWXPNZIOZJL-KXXVROSKSA-N,4424,1
21870,CheBI,17401,4425,1
21871,KEGG,C01204,4425,1
21872,PubChem,890,4425,1
21873,HMDB,HMDB03502,4425,1
21874,InChi Key,IMQLKJBTEOYOSI-UHFFFAOYSA-N,4425,1
21875,CheBI,17401,4426,1
21876,KEGG,C01204,4426,1
21877,PubChem,890,4426,1
21878,HMDB,HMDB03502,4426,1
21879,InChi Key,IMQLKJBTEOYOSI-UHFFFAOYSA-N,4426,1
21880,CheBI,15430,4427,1
21881,CheBI,36159,4427,0
21882,KEGG,C02191,4427,1
21883,PubChem,4971,4427,1
21884,PubChem,9548816,4427,0
21885,HepatoNet,HC00905,4427,1
21886,EHMN,C02191,4427,1
21887,HMDB,HMDB00241,4427,1
21888,InChi Key,KSFOVUSSGSKXFI-UJJXFSCMSA-N,4427,1
21889,CheBI,15435,4428,1
21890,CheBI,57307,4428,0
21891,KEGG,C01079,4428,1
21892,PubChem,121893,4428,1
21893,PubChem,20849104,4428,0
21894,HepatoNet,HC00656,4428,1
21895,EHMN,C01079,4428,1
21896,HMDB,HMDB01097,4428,1
21897,InChi Key,UHSGPDMIQQYNAX-UHFFFAOYSA-N,4428,1
21898,CheBI,15435,4429,1
21899,CheBI,57307,4429,0
21900,KEGG,C01079,4429,1
21901,PubChem,121893,4429,1
21902,PubChem,20849104,4429,0
21903,HepatoNet,HC00656,4429,1
21904,EHMN,C01079,4429,1
21905,HMDB,HMDB01097,4429,1
21906,InChi Key,UHSGPDMIQQYNAX-UHFFFAOYSA-N,4429,1
21907,CheBI,18036,4430,1
21908,CheBI,39949,4430,0
21909,KEGG,C00536,4430,1
21910,KEGG,C02174,4430,0
21911,KEGG,C00404,4430,0
21912,PubChem,3440921,4430,1
21913,PubChem,983,4430,0
21914,HMDB,HMDB03379,4430,1
21915,InChi Key,UNXRWKVEANCORM-UHFFFAOYSA-N,4430,1
21916,CheBI,18036,4431,1
21917,CheBI,39949,4431,0
21918,KEGG,C00536,4431,1
21919,KEGG,C02174,4431,0
21920,KEGG,C00404,4431,0
21921,PubChem,3440921,4431,1
21922,PubChem,983,4431,0
21923,HMDB,HMDB03379,4431,1
21924,InChi Key,UNXRWKVEANCORM-UHFFFAOYSA-N,4431,1
21925,CheBI,18036,4432,1
21926,CheBI,39949,4432,0
21927,KEGG,C00536,4432,1
21928,KEGG,C02174,4432,0
21929,KEGG,C00404,4432,0
21930,PubChem,3440921,4432,1
21931,PubChem,983,4432,0
21932,HMDB,HMDB03379,4432,1
21933,InChi Key,UNXRWKVEANCORM-UHFFFAOYSA-N,4432,1
21934,CheBI,37737,4433,1
21935,CheBI,58681,4433,0
21936,KEGG,C03090,4433,1
21937,PubChem,439905,4433,1
21938,PubChem,45266724,4433,0
21939,HepatoNet,HC01053,4433,1
21940,EHMN,C03090,4433,1
21941,HMDB,HMDB01128,4433,1
21942,InChi Key,SKCBPEVYGOQGJN-TXICZTDVSA-N,4433,1
21943,CheBI,16581,4435,1
21944,KEGG,C01953,4435,1
21945,PubChem,8955,4435,1
21946,EHMN,C01953,4435,1
21947,HMDB,HMDB00253,4435,1
21948,LMSD,LMST02030088,4435,1
21949,InChi Key,ORNBQBCIOKFOEO-QGVNFLHTSA-N,4435,1
21950,CheBI,16581,4436,1
21951,KEGG,C01953,4436,1
21952,PubChem,8955,4436,1
21953,EHMN,C01953,4436,1
21954,HMDB,HMDB00253,4436,1
21955,LMSD,LMST02030088,4436,1
21956,InChi Key,ORNBQBCIOKFOEO-QGVNFLHTSA-N,4436,1
21957,CheBI,16581,4437,1
21958,KEGG,C01953,4437,1
21959,PubChem,8955,4437,1
21960,EHMN,C01953,4437,1
21961,HMDB,HMDB00253,4437,1
21962,LMSD,LMST02030088,4437,1
21963,InChi Key,ORNBQBCIOKFOEO-QGVNFLHTSA-N,4437,1
21964,CheBI,16581,4438,1
21965,KEGG,C01953,4438,1
21966,PubChem,8955,4438,1
21967,EHMN,C01953,4438,1
21968,HMDB,HMDB00253,4438,1
21969,LMSD,LMST02030088,4438,1
21970,InChi Key,ORNBQBCIOKFOEO-QGVNFLHTSA-N,4438,1
21971,CheBI,16581,4439,1
21972,KEGG,C01953,4439,1
21973,PubChem,8955,4439,1
21974,EHMN,C01953,4439,1
21975,HMDB,HMDB00253,4439,1
21976,LMSD,LMST02030088,4439,1
21977,InChi Key,ORNBQBCIOKFOEO-QGVNFLHTSA-N,4439,1
21978,CheBI,35420,4440,1
21979,KEGG,C18044,4440,1
21980,PubChem,20845972,4440,1
21981,EHMN,CE4764,4440,1
21982,HMDB,HMDB00774,4440,1
21983,LMSD,LMST05020014,4440,1
21984,InChi Key,DIJBBUIOWGGQOP-QGVNFLHTSA-N,4440,1
21985,CheBI,35420,4441,1
21986,KEGG,C18044,4441,1
21987,PubChem,20845972,4441,1
21988,EHMN,CE4764,4441,1
21989,HMDB,HMDB00774,4441,1
21990,LMSD,LMST05020014,4441,1
21991,InChi Key,DIJBBUIOWGGQOP-QGVNFLHTSA-N,4441,1
21992,CheBI,35420,4442,1
21993,KEGG,C18044,4442,1
21994,PubChem,20845972,4442,1
21995,EHMN,CE4764,4442,1
21996,HMDB,HMDB00774,4442,1
21997,LMSD,LMST05020014,4442,1
21998,InChi Key,DIJBBUIOWGGQOP-QGVNFLHTSA-N,4442,1
21999,CheBI,35420,4443,1
22000,KEGG,C18044,4443,1
22001,PubChem,20845972,4443,1
22002,EHMN,CE4764,4443,1
22003,HMDB,HMDB00774,4443,1
22004,LMSD,LMST05020014,4443,1
22005,InChi Key,DIJBBUIOWGGQOP-QGVNFLHTSA-N,4443,1
22006,CheBI,17026,4444,1
22007,KEGG,C00410,4444,1
22008,KEGG,C14677,4444,0
22009,KEGG,D00066,4444,0
22010,PubChem,5994,4444,1
22011,PubChem,247929,4444,0
22012,PubChem,44275133,4444,0
22013,PubChem,5320716,4444,0
22014,EHMN,C00410,4444,1
22015,HMDB,HMDB01830,4444,1
22016,LMSD,LMST02030159,4444,1
22017,InChi Key,RJKFOVLPORLFTN-LEKSSAKUSA-N,4444,1
22018,CheBI,17026,4445,1
22019,KEGG,C00410,4445,1
22020,KEGG,C14677,4445,0
22021,KEGG,D00066,4445,0
22022,PubChem,5994,4445,1
22023,PubChem,247929,4445,0
22024,PubChem,44275133,4445,0
22025,PubChem,5320716,4445,0
22026,EHMN,C00410,4445,1
22027,HMDB,HMDB01830,4445,1
22028,LMSD,LMST02030159,4445,1
22029,InChi Key,RJKFOVLPORLFTN-LEKSSAKUSA-N,4445,1
22030,CheBI,17026,4446,1
22031,KEGG,C00410,4446,1
22032,KEGG,C14677,4446,0
22033,KEGG,D00066,4446,0
22034,PubChem,5994,4446,1
22035,PubChem,247929,4446,0
22036,PubChem,44275133,4446,0
22037,PubChem,5320716,4446,0
22038,EHMN,C00410,4446,1
22039,HMDB,HMDB01830,4446,1
22040,LMSD,LMST02030159,4446,1
22041,InChi Key,RJKFOVLPORLFTN-LEKSSAKUSA-N,4446,1
22042,CheBI,51340,4447,1
22043,PubChem,123929,4447,1
22044,HMDB,HMDB00795,4447,1
22045,LMSD,LMPR0104010022,4447,1
22046,InChi Key,PAHGJZDQXIOYTH-UHFFFAOYSA-N,4447,1
22047,CheBI,51340,4448,1
22048,PubChem,123929,4448,1
22049,HMDB,HMDB00795,4448,1
22050,LMSD,LMPR0104010022,4448,1
22051,InChi Key,PAHGJZDQXIOYTH-UHFFFAOYSA-N,4448,1
22052,CheBI,49189,4449,1
22053,PubChem,14671060,4449,1
22054,HMDB,HMDB01958,4449,1
22055,LMSD,LMPR0104010012,4449,1
22056,InChi Key,IZJRIIWUSIGEAJ-UHFFFAOYSA-N,4449,1
22057,CheBI,49189,4450,1
22058,PubChem,14671060,4450,1
22059,HMDB,HMDB01958,4450,1
22060,LMSD,LMPR0104010012,4450,1
22061,InChi Key,IZJRIIWUSIGEAJ-UHFFFAOYSA-N,4450,1
22062,CheBI,51341,4451,1
22063,PubChem,25137904,4451,1
22064,InChi Key,XYJPSQPVCBNZHT-TUKYSRJDSA-N,4451,1
22065,CheBI,51341,4452,1
22066,PubChem,25137904,4452,1
22067,InChi Key,XYJPSQPVCBNZHT-TUKYSRJDSA-N,4452,1
22068,CheBI,16313,4453,1
22069,CheBI,57726,4453,0
22070,KEGG,C00763,4453,1
22071,PubChem,8988,4453,1
22072,PubChem,6971012,4453,0
22073,HMDB,HMDB03411,4453,1
22074,InChi Key,ONIBWKKTOPOVIA-SCSAIBSYSA-N,4453,1
22075,CheBI,16313,4454,1
22076,CheBI,57726,4454,0
22077,KEGG,C00763,4454,1
22078,PubChem,8988,4454,1
22079,PubChem,6971012,4454,0
22080,HMDB,HMDB03411,4454,1
22081,InChi Key,ONIBWKKTOPOVIA-SCSAIBSYSA-N,4454,1
22082,CheBI,16313,4455,1
22083,CheBI,57726,4455,0
22084,KEGG,C00763,4455,1
22085,PubChem,8988,4455,1
22086,PubChem,6971012,4455,0
22087,HMDB,HMDB03411,4455,1
22088,InChi Key,ONIBWKKTOPOVIA-SCSAIBSYSA-N,4455,1
22089,CheBI,16313,4456,1
22090,CheBI,57726,4456,0
22091,KEGG,C00763,4456,1
22092,PubChem,8988,4456,1
22093,PubChem,6971012,4456,0
22094,HMDB,HMDB03411,4456,1
22095,InChi Key,ONIBWKKTOPOVIA-SCSAIBSYSA-N,4456,1
22096,CheBI,17203,4457,1
22097,CheBI,60039,4457,0
22098,KEGG,C00148,4457,1
22099,KEGG,D00035,4457,0
22100,PubChem,145742,4457,1
22101,PubChem,6971047,4457,0
22102,HepatoNet,HC00145,4457,1
22103,HMDB,HMDB00162,4457,1
22104,InChi Key,ONIBWKKTOPOVIA-BYPYZUCNSA-N,4457,1
22105,CheBI,17203,4458,1
22106,CheBI,60039,4458,0
22107,KEGG,C00148,4458,1
22108,KEGG,D00035,4458,0
22109,PubChem,145742,4458,1
22110,PubChem,6971047,4458,0
22111,HepatoNet,HC00145,4458,1
22112,HMDB,HMDB00162,4458,1
22113,InChi Key,ONIBWKKTOPOVIA-BYPYZUCNSA-N,4458,1
22114,CheBI,17203,4459,1
22115,CheBI,60039,4459,0
22116,KEGG,C00148,4459,1
22117,KEGG,D00035,4459,0
22118,PubChem,145742,4459,1
22119,PubChem,6971047,4459,0
22120,HepatoNet,HC00145,4459,1
22121,HMDB,HMDB00162,4459,1
22122,InChi Key,ONIBWKKTOPOVIA-BYPYZUCNSA-N,4459,1
22123,CheBI,17203,4460,1
22124,CheBI,60039,4460,0
22125,KEGG,C00148,4460,1
22126,KEGG,D00035,4460,0
22127,PubChem,145742,4460,1
22128,PubChem,6971047,4460,0
22129,HepatoNet,HC00145,4460,1
22130,HMDB,HMDB00162,4460,1
22131,InChi Key,ONIBWKKTOPOVIA-BYPYZUCNSA-N,4460,1
22132,CheBI,17203,4461,1
22133,CheBI,60039,4461,0
22134,KEGG,C00148,4461,1
22135,KEGG,D00035,4461,0
22136,PubChem,145742,4461,1
22137,PubChem,6971047,4461,0
22138,HepatoNet,HC00145,4461,1
22139,HMDB,HMDB00162,4461,1
22140,InChi Key,ONIBWKKTOPOVIA-BYPYZUCNSA-N,4461,1
22141,CheBI,61695,4462,1
22142,PubChem,6426709,4462,1
22143,HMDB,HMDB11178,4462,1
22144,InChi Key,RNKSNIBMTUYWSH-UHFFFAOYSA-N,4462,1
22145,CheBI,61695,4463,1
22146,PubChem,6426709,4463,1
22147,HMDB,HMDB11178,4463,1
22148,InChi Key,RNKSNIBMTUYWSH-UHFFFAOYSA-N,4463,1
22149,CheBI,15548,4464,1
22150,CheBI,57401,4464,0
22151,KEGG,C04654,4464,1
22152,PubChem,440424,4464,1
22153,EHMN,C04654,4464,1
22154,HMDB,HMDB01320,4464,1
22155,LMSD,LMFA03010146,4464,1
22156,InChi Key,VXPBDCBTMSKCKZ-ZHALLVOQSA-N,4464,1
22157,CheBI,15555,4465,1
22158,CheBI,57406,4465,0
22159,KEGG,C00696,4465,1
22160,PubChem,448457,4465,1
22161,PubChem,6473773,4465,0
22162,PubChem,20849124,4465,0
22163,EHMN,C00696,4465,1
22164,HMDB,HMDB01403,4465,1
22165,LMSD,LMFA03010004,4465,1
22166,InChi Key,BHMBVRSPMRCCGG-MLHJIOFPSA-N,4465,1
22167,CheBI,15555,4466,1
22168,CheBI,57406,4466,0
22169,KEGG,C00696,4466,1
22170,PubChem,448457,4466,1
22171,PubChem,6473773,4466,0
22172,PubChem,20849124,4466,0
22173,EHMN,C00696,4466,1
22174,HMDB,HMDB01403,4466,1
22175,LMSD,LMFA03010004,4466,1
22176,InChi Key,BHMBVRSPMRCCGG-MLHJIOFPSA-N,4466,1
22177,CheBI,15555,4467,1
22178,CheBI,57406,4467,0
22179,KEGG,C00696,4467,1
22180,PubChem,448457,4467,1
22181,PubChem,6473773,4467,0
22182,PubChem,20849124,4467,0
22183,EHMN,C00696,4467,1
22184,HMDB,HMDB01403,4467,1
22185,LMSD,LMFA03010004,4467,1
22186,InChi Key,BHMBVRSPMRCCGG-MLHJIOFPSA-N,4467,1
22187,CheBI,15544,4468,1
